Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Sisi ni kama ardhi na mbingu,Sisi tumetengena sana,Sisi tupo karibu sana,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Sisi ni kama ardhi na mbingu"" implies a close relationship or proximity between two entities, similar to the relationship between the earth and the sky which are always close and connected. Option 1) ""Sisi tupo karibu sana"" best represents the idea of being close together.",1,,0
Juma ana sikio la mbuzi,Alikuwa hasikii anachoambiwa,Alikuwa akisikia anachoambiwa,0,"{
  ""answer"": 1
} 

The metaphor ""Juma ana sikio la mbuzi"" translates to ""Juma has the ear of a goat."" In this context, having the ear of a goat signifies that Juma is listening, similar to how a goat would hear what is being said. Therefore, the closest meaning to the metaphor is Option 1: Alikuwa akisikia anachoambiwa (He was listening to what he was being told).",1,,0
Maji ya bombani ni kaburi la baniani,Maji ya bombani ni adimu,Maji ya bombani si adimu,1,"{
  ""Explanation"": ""The metaphor is comparing the rarity of bombani water to the tomb of a banian tree, indicating that bombani water is rare."",
  ""Answer"": 0
}",0,,0
Yeye ni mnyama,Yuko na roho mbaya,Yuko na roho ya utu,0,"{
  ""answer"": 1
}  
The metaphor ""Yeye ni mnyama"" translates to ""He is an animal."" In this context, the meaning is closer to option 1) Yuko na roho ya utu, which translates to ""He has a good soul."" This is because labeling someone as an animal in Swahili is often used to imply that the person has good qualities and is compassionate, similar to how animals are seen as pure beings in many cultures. Hence, option 1 is the correct interpretation.",1,,0
Moyo wake ni mdogo,Ni mtu mwema,Ni mtu mbaya sana,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Moyo wake ni mdogo"" suggests that the person has a kind heart or is compassionate. This can be inferred from the word ""mdogo"" which implies a sense of innocence or purity, hence the closest meaning is ""Ni mtu mwema.""",0,,0
Kazi yangu ni shida,Sipendi kazi yangu,Naipenda kazi yangu,0,"{
  ""answer"": 1
}

Explanation: The phrase ""Kazi yangu ni shida"" is a metaphor meaning ""My work is challenging."" Therefore, the closest meaning from the options provided would be ""Naipenda kazi yangu"" which translates to ""I love my job.""",1,,0
Nina kijicho juu yake,Ninampenda sana,Simpendi kabisa,1,"{
  ""answer"": 0
} 

This metaphor ""Nina kijicho juu yake"" implies that the speaker has strong feelings for the person mentioned. Therefore, the closest meaning would be ""Ninampenda sana"" which translates to ""I love him/her very much.""",0,,0
Ni mpole kama kobe,Ni jasiri sana,Ni mnyonge sana,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ni mpole kama kobe"" compares someone to a turtle, implying that they are very calm and composed. The option 0) ""Ni jasiri sana"" best reflects the calm and composed nature of a turtle, hence indicating that the person is very brave.",0,,0
Wewe ni giza yangu,nakutegemea sana kwa maisha yangu,Sikutegemei kwa lolote,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Wewe ni giza yangu"" means ""nakutegemea sana kwa maisha yangu"" which translates to ""You are my darkness"" in a loving and dependent sense. Option 1, ""Sikutegemei kwa lolote"" means ""I don't rely on you for anything"", which is the opposite meaning of the metaphor.",0,,0
Kukopa arusi,Unapoazima kitu ni rahisi kufanaya hivyo,Unapoazimwa kufanyia mtu jambo ni vigumu,0,"{
  ""answer"": 1
} 

Explanation: In the metaphor ""Kukopa arusi,"" it is referring to the difficulty of being asked to do something for someone (Unapoazimwa kufanyia mtu jambo ni vigumu). The act of borrowing a wedding is not a common occurrence, so the focus is on the challenge of being requested to do something.",1,,0
Mgeni ni kuku mweusi,ana tabia njema,ana tabia mbaya,1,"{
  ""Question"": ""Mgeni ni kuku mweusi"",
  ""Option Chosen"": 0,
  ""Explanation"": ""In Swahili culture, likening someone to a black hen implies that they have good qualities, as black hens are considered valuable and have positive characteristics. Therefore, the closest meaning to this metaphor would be 'ana tabia njema' (has good qualities)."",
  ""Answer"": 0
}",0,,0
Rafiki yake ni sungura,Ni mjanja sana,Yeye si mjanja,0,"{
  ""answer"": 1
}

The metaphor ""Rafiki yake ni sungura"" typically means ""Yeye si mjanja"" which translates to ""He is not clever."" This is because a rabbit is commonly perceived as not being very intelligent in many cultures.",1,,0
maneno yako yanakata kama kisu,maongezi yake ni mabaya,maongezi yake ni mema,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""maneno yako yanakata kama kisu"" implies that the person's words are sharp or cutting, which could mean that their words are harsh or critical rather than positive or good. Therefore, the option closer to the metaphor would be ""maongezi yake ni mabaya"" (their words are bad).",1,,0
mapenzi yetu ni mazuri kama maua,mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,0,"{
  ""explanation"": ""Maua are beautiful and delicate, implying that our love is beautiful and delicate."",
  ""answer"": 1
}",1,,0
mapenzi yetu ni mepesi kama kamasi,mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,1,"{
  ""explanation"": ""Kamasi is sticky and viscous, so the metaphor is suggesting that our love is strong and deep-rooted."",
  ""answer"": 0
}",0,,0
Brenda alitembea kama kuku,Alitembea kwa mwendo wa maringo,alitembea kwa mwendo usiopendeza sana,1,"{
	""answer"": 0
}

Explanation: The metaphor compares Brenda's walking style to that of a chicken, which often walks with a wobbly gait. This suggests that Brenda walked with swag or attitude, leading to option 0) Alitembea kwa mwendo wa maringo as the closest meaning.",0,,0
bwana ni jabali langu,bwana ndiye mwokozi wangu,bwana si mwokozi wangu,0,"{
  ""answer"": 1
}

In this metaphor, ""bwana ni jabali langu"" translates to ""the Lord is my rock."" The closest meaning among the options is that ""bwana si mwokozi wangu"" which means ""the Lord is not my savior."" This option aligns more closely with the metaphorical interpretation.",1,,0
Anita ndiye giza ya familia yao,Ndiye nguzo katika familia yao,Ndiye anavuta mkia kwenye familia yao kwenye maendeleo,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares Anita to darkness in their family. Darkness is often a symbol of support, guidance, and protection, which aligns more closely with the meaning of being a pillar (nguzo) in their family. Option 0) Ndiye nguzo katika familia yao is the correct interpretation.",0,,0
anga ilikuwa na makaa meupe,kulikuwa na mawingu angani,hakukuwa na mawingu yoyote angani,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""anga ilikuwa na makaa meupe"" describes a sky with white clouds (mawingu). Therefore, the closest meaning would be ""hakukuwa na mawingu yoyote angani"" which means there were no clouds in the sky.",1,,0
Tuliskia manunguniko ya mto,Kulikuwa na sauti kali ya mto,Mto ulikuwa umetulia,0,"{
  ""answer"": 1
}

In this metaphor, ""Tuliskia manunguniko ya mto"" is implying a sense of calmness and stillness, similar to the interpretation ""Mto ulikuwa umetulia"" (The river was calm). The loud sound of the river mentioned in option 0 is not in line with the metaphor's intended meaning of peace and tranquility.",1,,0
aliota ndoto ya milele,Aliaga dunia,yuko salama kabisa,0,"{
  ""answer"": 1
} 

The metaphor ""aliota ndoto ya milele"" is more closely related to the meaning ""yuko salama kabisa"" because dreaming forever implies a peaceful state of being, which is represented by being safe and well. ""Aliaga dunia"" would be more fitting for a metaphor involving death.",1,,0
hana maua ya uzima,yuko katika ujana wake,yuko uzeeni,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'hana maua ya uzima' translates to 'he/she has no flowers of life.' This conveys the idea that the person is still young and has not yet fully experienced or matured in life, hence the closer meaning is 'yuko katika ujana wake' (he/she is in his/her youth).""
}",0,,0
alionja asali kwenye mdomo wake,alimpiga busu mpenzi wake,hakumbusu mpenzi wake,0,"{ ""answer"": 1 }

In this metaphor, ""alionja asali kwenye mdomo wake"" means she tasted honey on her lips. This implies that the person did not kiss their partner, as kissing is not typically associated with tasting honey. The closest meaning would be ""hakumbusu mpenzi wake"" which translates to ""she didn't kiss her partner.""",1,,0
hakuhisi ngoma kifuani,alihisi uzito wa mambo fulani,hakuhisi uzito wowote,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""hakuhisi ngoma kifuani"" can be metaphorically interpreted as feeling the weight of certain issues or burdens in one's heart, rather than feeling no weight at all. Option 0) ""alihisi uzito wa mambo fulani"" aligns more closely with this metaphorical interpretation.",0,,0
macho yake yalikuwa visima vya bluu,inaashiria rangi ya macho ilikuwa bluu,inaashiria macho yake hayakuwa ya rangi ya bluu,0,"{
  ""answer"": 1
} 

This metaphor is comparing the eyes to blue wells, indicating that the eyes were deep or intense, not specifically the color blue. Therefore, the closest meaning is ""inaashiria macho yake hayakuwa ya rangi ya bluu"" which means his eyes were not of the color blue.",1,,0
kinywa chake kilikuwa tunda jipya,alikuwa mchochezi,alikuwa mtulivu,0,"{
  ""answer"": 1
}

In this metaphor, ""kinywa chake kilikuwa tunda jipya"" is comparing the person's mouth to a fresh fruit, suggesting that the person was speaking calmly and peacefully. The option that aligns with this meaning is option 1) alikuwa mtulivu (he/she was calm).",1,,0
upendo ni jeuri,upendo hauna chaguo,upendo uko na chaguo,0,"{
  ""explanation"": ""The metaphor implies that love has the power to make choices and decisions."",
  ""answer"": 1
}",1,,0
sauti yako si muziki maskioni mwangu,sauti yake ilikuwa inapendeza,sauti yake haipendezi sana,1,"{
  ""Explanation"": ""The metaphor compares someone's voice to music, implying that it either sounds pleasant (like good music) or unpleasant (like bad music)."",
  ""Answer"": 0
}",0,,0
mawazo yangu ni kama mama mwenda wazimu,nina mawazo chungu nzima,nimetulia vyema bila mawazo mengi,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""mawazo yangu ni kama mama mwenda wazimu,"" the comparison is made between the speaker's thoughts and a mad woman. The closest meaning would be ""nimetulia vyema bila mawazo mengi,"" indicating that the speaker's mind is calm and not overwhelmed with excessive thoughts.",1,,0
wanafunzi wake ni shina la mizeituni,ni watundu na wasio wakakamavu,wako na bidii na wenye mitindo miema,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""wanafunzi wake ni shina la mizeituni"" suggests that the students are hardworking and have good habits like an olive tree which symbolizes endurance and productivity. Option 1) ""wako na bidii na wenye mitindo miema"" aligns closely with this explanation.",1,,0
wanafunzi wake ni mchwa,ni watundu na wasio wakakamavu,wako na bidii na wenye mitindo miema,1,"{
  ""answer"": 0
}

Explanation: The phrase ""wanafunzi wake ni mchwa"" is a metaphor comparing the students to ants. Ants are known for their hard work, perseverance, and ability to work together towards a common goal. Option 1) ""wako na bidii na wenye mitindo miema"" means they are hardworking and have pleasant personalities, which aligns with the metaphor. Option 0) ""ni watundu na wasio wakakamavu"" means they are stubborn and not mature, which does not fit the metaphor.",0,,0
sauti yake si zeri,sauti yake inapendeza,haipendezi,1,"{
  ""question"": ""sauti yake si zeri"",
  ""options"": [
    ""sauti yake inapendeza"",
    ""haipendezi""
  ],
  ""explanation"": ""This metaphor suggests that the person's voice is not neutral or boring, implying that their voice is pleasant or pleasing to the ears. Therefore, the closest meaning to this metaphor is option 0) sauti yake inapendeza."",
  ""answer"": 0
}",0,,0
ili jiji si kimbunga cha machafuko,ili jiji lina matukio mabaya,ili jiji limetulia vyema,1,"{
  ""answer"": 0
}

In this metaphor, the city is compared to a storm of chaos. This implies that the city is experiencing turmoil and disturbance, as opposed to being calm and peaceful. Therefore, the closest meaning is option 0) ili jiji lina matukio mabaya.",0,,0
Taa yangu imechoka,inamaanisha kuwa ameanza kuzeeka,bado yu kijana,0,"{
  ""response"": 1
} 

Explanation: The metaphor ""Taa yangu imechoka"" is typically used to convey the idea that someone is tired or fatigued, which is more closely represented by the option ""bado yu kijana"" meaning that they are still young and not necessarily aging.",1,,0
macho yako ni nchi ya umeme na machozi,macho yako yanapendeza,macho yako hayapendezi,0,"{
  ""explanation"": ""The metaphor compares the eyes to a land of electricity and tears, implying that there are deep emotions or pain hidden in the eyes. This suggests that the eyes are not just physically attractive, but hold powerful feelings within them."",
  ""answer"": 1
}",1,,0
mapigo hayo ni makombo,mapigo hayo ni mengi,mapigo hayo ni machache,0,"{
  ""question1"": {
    ""metaphor"": ""mapigo hayo ni makombo"",
    ""option0"": ""mapigo hayo ni mengi"",
    ""option1"": ""mapigo hayo ni machache"",
    ""explanation"": ""In Swahili, 'makombo' means leftovers or remnants. So, the metaphor implies that the beats or hits are few or sparse."",
    ""answer"": 1
  }
}",1,,0
yeye ni maziwa ya kuku,ameadimika sana,anapatikana kwa urahisi,0,"{
  ""answer"": 1
} 

The metaphor ""yeye ni maziwa ya kuku"" means that the person is easily accessible or can be found easily, similar to how chicken milk (which doesn't exist) would be readily available if it did. Therefore, the closest meaning is option 1) anapatikana kwa urahisi.",1,,0
yeye si maziwa ya kuku,ameadimika sana,anapatikana kwa urahisi,1,"{
  ""question"": ""yeye si maziwa ya kuku"",
  ""option_index"": 0
} 

Explanation: In this metaphor, comparing someone or something to milk from a chicken implies that they are not easy to obtain or are not readily available. It is used to mean that the person or thing is rare or scarce, similar to how milk from a chicken would be difficult to obtain. So, the closest meaning would be ""ameadimika sana"" which means they are not easy to come by.",0,,0
Mwelusi si mtumwa,yeye ni mvumilivu,yuko na haraka sana,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Mwelusi si mtumwa"" means ""He is not a slave,"" which implies that he is patient and has freedom, therefore the closest meaning is option 0) yeye ni mvumilivu (he is patient).",0,,0
mpenzi wangu si njiwa,ni mwaminifu,ni mwongo,1,"{
  ""question"": ""mpenzi wangu si njiwa"",
  ""options"": {
    ""0"": ""ni mwaminifu"",
    ""1"": ""ni mwongo""
  },
  ""explanation"": ""Njiwa ni ndege ambaye hufahamika kwa uaminifu wake kwa mwenzi wake. Hivyo, maneno 'mpenzi wangu si njiwa' yanaashiria kwamba mpenzi si mwaminifu."",
  ""answer"": 0
}",0,,0
yeye si kupe,yuko na uzembe,yuko na bidii,1,"{
  ""Question"": ""yeye si kupe"",
  ""Options"": {
    ""0"": ""yuko na uzembe"",
    ""1"": ""yuko na bidii""
  },
  ""Answer"": 0
} 

Explanation: The metaphor ""yeye si kupe"" directly translates to ""he/she is not a fly"". In Swahili, the expression ""kuwa kama kupe"" (to be like a fly) is used to mean being careless or negligent. Therefore, the closest meaning to the metaphor would be ""yuko na uzembe"" (he/she is careless or negligent) which corresponds to option 0.",0,,0
rafiki yake ni abunuasi,ni mjanja na mwongo,si mjanja na mwongo,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""rafiki yake ni abunuasi"" is comparing the friend to a wise person, suggesting that they are not cunning or deceitful. Therefore, the closest meaning would be ""si mjanja na mwongo"" which translates to ""not cunning and deceitful"" in English.",1,,0
yule mama ni chiriku,anaongea sana,ni mtulivu,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""yule mama ni chiriku"" is comparing the mother to a chirping bird. Chirping birds are known to be peaceful and calm, so the closest meaning would be ""ni mtulivu"" (meaning is calm). Therefore, the correct option is 1) ni mtulivu.",1,,0
mapenzi yao yamekuwa gundi,mapenzi yao yamenawiri,mapenzi yao hayajatulia,0,"{
  ""answer"": 1
} 

In this metaphor, ""mapenzi yao yamekuwa gundi,"" the phrase ""gundi"" typically implies that their love has become sticky or complicated, indicating that their love is unsettled rather than flourishing or thriving. Therefore, the closest meaning would be ""mapenzi yao hayajatulia"" which means their love has not settled.",1,,0
dawa ile ya tumbo ni shubri,ni chungu sana,ni tamu,0,"{
  ""answer"": 1
}

In this metaphor, the comparison is between medicine that is bitter but good for the stomach. The closest meaning is that the medicine, like the truth, may be hard to swallow (bitter), but it is ultimately good for us (tamu). Hence, the answer is option 1) ni tamu.",1,,0
msanii yule si kasuku,anaiga sauti fulani,hafuati sauti yoyote,1,"{
  ""Explanation"": ""The metaphor compares the artist to a parrot, implying that they are imitating someone else's voice."",
  ""Answer"": 0
}",0,,0
hakuangua kicheko kama radi,alicheka kwa sauti ya juu,alicheka kwa sauti ya chini,1,"{
	""answer"": 0
}

Explanation: The metaphor compares laughing to thunder, which is loud and powerful. Therefore, the meaning closer to the metaphor would be ""alicheka kwa sauti ya juu"" which means he laughed loudly.",0,,0
siku hizi rafiki yangu ni mtumwa,amekuwa kigeugeu,anaaminika,1,"{
  ""answer"": 0
} 

Explanation: The metaphor here is comparing the friend to a slave. Option 0) ""amekuwa kigeugeu"" means the friend has become unreliable or inconsistent, which aligns better with the metaphor of being a slave (unreliable) rather than being trustworthy (anaaminika).",0,,0
watoto wake wamekuwa kumbikumbi,wanafuatana kila waendapo,hawafuatani kila mahali,0,"{
  ""answer"": 1
} 

This metaphor is closer in meaning to option 1) hawafuatani kila mahali. The metaphor suggests that someone's children have grown into independent individuals who do not stick together all the time, rather than always following each other around everywhere they go like option 0) wanafuatana kila waendapo.",1,,0
askari yule amekuwa kiriba,ana tumbo nene,ana tumbo la kawaida,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""askari yule amekuwa kiriba"" is referring to someone who has become lazy or inactive. The option ""ana tumbo la kawaida"" closely relates to this meaning, as it implies that the person has a normal or average stomach size.",1,,0
alikuwa mbwa mwenye mfupa,alikuwa na mapato mengi,alikuwa hana lolote,0,"{
  ""answer"": 1
} 

Explanation: The phrase ""alikuwa mbwa mwenye mfupa"" translates to ""he was a dog with a bone."" This metaphor is often used to describe someone who is poor or has very little. So, the closest meaning to the metaphor is ""alikuwa hana lolote"" (he had nothing).",1,,0
askari wetu walikuwa kunguru vitani,walikuwa wakali sana,walikuwa ovyo,1,"{
  ""Explanation"": ""Kunguru ni ndege wanaojulikana kwa ujanja na ujanja, hivyo inaashiria kuwa askari wetu walikuwa washupavu na werevu vitani."",
  ""Answer"": 0
}",0,,0
Picha hii ni nyota.,Picha hii ni halisi.,Picha hii si halisi.,0,"{
  ""Explanation"": ""The metaphor compares the picture to a star, which implies beauty and wonder. Therefore, it means the picture is not real, but rather breathtaking or extraordinary."",
  ""Answer"": 1
}",1,,0
Msichana huyo ni treni inayotoka kwenye reli anapoimba.,Anaimba vizuri sana.,Anaimba vibaya sana.,1,"{
  ""answer"": 0
} 

The metaphor ""Msichana huyo ni treni inayotoka kwenye reli anapoimba"" compares the girl to a train coming off the tracks when she sings. This implies that she sings very well, as a train off the tracks can be seen as breaking free from constraints and boundaries, showing exceptional ability or talent.",0,,0
Mgeni huyo ni kama jua la kutua.,Mgeni alitarajiwa kuja.,Mgeni alikuja ghafla.,0,"{
  ""explanation"": ""In this metaphor, 'Mgeni huyo ni kama jua la kutua' compares the guest to a setting sun, suggesting that the guest arrived unexpectedly or suddenly like how the sun sets quickly."",
  ""answer"": 1
}",1,,0
Wimbo huu ni kama umaskini.,Wimbo huu ni wa kawaida.,Wimbo huu ni nadra.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Wimbo huu ni kama umaskini"" suggests that the song is rare or unique, similar to how poverty is scarce. Option 1) ""Wimbo huu ni nadra"" aligns with this interpretation.",1,,0
Mchezaji huyo ni nyundo.,Mchezaji huyu ni mrefu.,Mchezajii huyu ni mfupi.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Mchezaji huyo ni nyundo"", the word ""nyundo"" is usually associated with something strong, powerful, and impactful. Therefore, the closest meaning to this metaphor would be that the player is strong, not tall. Option 0) Mchezaji huyu ni mrefu. is the correct answer as it conveys the idea of the player being strong.",0,,0
Ana moyo wa kuku.,Yeye ni jasiri.,Yeye ni mwoga.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ana moyo wa kuku"" translates to ""He/she has the heart of a chicken."" In this case, having the heart of a chicken means being cowardly or fearful. Therefore, the meaning that aligns with this metaphor is option 1) Yeye ni mwoga, indicating that the person is afraid or timid.",0,,0
Rafiki yangu ni panya wa kanisa.,Yeye ni tajiri kupindukia.,Yeye ni maskini.,1,"{
""Answer"": 0,
""Explanation"": ""Rafiki yangu ni panya wa kanisa is a Swahili metaphor meaning 'My friend is as rich as a church mouse.' So the closest meaning to this metaphor would be option 0) Yeye ni tajiri kupindukia (He is very rich).""
}",0,,0
Panga hii ni sehemu ya nyuma ya kisu.,Panga hii ni kali.,Panga hii ni butu.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Panga hii ni sehemu ya nyuma ya kisu"" means ""This machete is sharp."" The comparison between the back of a knife and the sharpness of a machete implies sharpness. Therefore, the correct option is 0) Panga hii ni kali.",0,,0
Mvulana huyo alikuwa sungura.,Ana akili kweli.,Ni mjinga kweli.,0,"{
	""Question"": ""Mvulana huyo alikuwa sungura."",
	""Option_0"": ""Ana akili kweli."",
	""Option_1"": ""Ni mjinga kweli."",
	""Answer"": 1
}

Explanation: The metaphor ""Mvulana huyo alikuwa sungura"" suggests that the boy was clever like a rabbit. In many cultures, rabbits are commonly associated with cleverness and quick thinking. Therefore, the meaning closest to the metaphor is ""Ana akili kweli.""",1,,0
Kijana yule ni mtumwa.,Yeye ni mvumilivi.,Yeye si mvumilivu.,0,"{
  ""answer"": 1
}

This metaphor is closer in meaning to ""Yeye si mvumilivu"" because comparing someone to a slave implies that they are not patient or tolerant.",1,,0
Kijana yule ni mtoto mchanga aliye na njaa.,Yeye ni mvumilivi.,Yeye si mvumilivu.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Kijana yule ni mtoto mchanga aliye na njaa"" which translates to ""That young person is a hungry child"", the closest meaning would be option 0) Yeye ni mvumilivi (He is patient). The hunger in the metaphor symbolizes a desire or need, which can be seen as a situation where someone is lacking patience or understanding. Therefore, the interpretation that the young person is patient makes more sense in this context.",0,,0
Yule ni sumu.,Nampenda sana.,Namchukia sana.,1,"{
	""answer"": 0
} 

The metaphor ""Yule ni sumu."" translates to ""He/She is poison."" In this context, it means ""Nampenda sana"" which translates to ""I love him/her very much."" Love can be seen as something intense and consuming, just like poison.",0,,0
Mwanasoka yule ni mwezi mpevu.,Yule amekamilika.,Yule sio kamili.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Mwanasoka yule ni mwezi mpevu"" translates to ""That footballer is a ripe moon."" In Swahili culture, the moon is often associated with completion and fullness. Therefore, the option ""Yule amekamilika"" (He is complete) is the closest meaning to the metaphor.",0,,0
Kitabu hiki ni kipya kama milima.,Kitabu hiki ni kipya.,Kitabu hiki ni cha zamani.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Kitabu hiki ni kipya kama milima"" translates to ""This book is new like mountains."" Since mountains are often seen as timeless and ancient, the closest meaning would be option 0) Kitabu hiki ni kipya (This book is new).",0,,0
Urafiki wao ni kama wa mbwa na paka.,Urafiki wao ni wa amani na upendo.,Urafiki wao ni wa vita na vurugu.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Urafiki wao ni kama wa mbwa na paka"" compares their friendship to that of a dog and a cat. Dogs and cats are animals known to have a love-hate relationship, but despite their differences, they can also form a peaceful and loving companionship. Therefore, the closest meaning to this metaphor is option 0) Urafiki wao ni wa amani na upendo.",0,,0
Mtoto yule ni mkizi.,Yule ni mtulivu.,Yule ni mwenye hamaki.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Mtoto yule ni mkizi"" is comparing the child to a diver, which implies that the child is calm and collected like a diver underwater. Therefore, the closest meaning to the metaphor would be ""Yule ni mtulivu"" (0), meaning ""That child is calm.""",0,,0
Siku ya leo ni kama chemichemi.,Mvua inanyesha sana leo.,Jua linachoma sana leo.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Siku ya leo ni kama chemichemi"" is comparing today to a spring. Just like how a spring produces a lot of water, the metaphor suggests that today is extremely hot, similar to how the sun burns hot. Therefore, the option ""Jua linachoma sana leo"" is the closest meaning to the metaphor.",1,,0
Viatu vya baba ni takataka.,Viatu vyake vina harufu nzuri.',Viatu vyake vina harufu mbaya.,1,"{
  ""answer"": 1
} 

The metaphor ""Viatu vya baba ni takataka"" translates to ""Dad's shoes are garbage."" This implies that the shoes are in poor condition or are not worth keeping, so the closest meaning would be ""Viatu vyake vina harufu mbaya"" meaning ""His shoes have a bad smell."" The comparison is about the condition of the shoes rather than the smell, so option 1 is the closer meaning.",0,,0
Usiku wa leo anga ni blanketi la nyota.,Usiku wa leo anga ina nyota nyingi.,"Usiku wa leo anga ni tupu, haina nyota.",0,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Usiku wa leo anga ni blanketi la nyota"" is comparing the night sky to a blanket of stars, indicating that there are many stars in the sky. Option 0) ""Usiku wa leo anga ina nyota nyingi"" reflects this meaning, while option 1) ""Usiku wa leo anga ni tupu, haina nyota"" is the opposite meaning.",1,,0
Usiku wa leo anga ni kanisa siku ya juma.,Usiku wa leo anga ina nyota nyingi.,"Usiku wa leo anga ni tupu, haina nyota.",1,"{
  ""answer"": 0
} 

In this metaphor, ""Usiku wa leo anga ni kanisa siku ya juma"" compares the night sky to a church on a Sunday. This implies that the night sky is filled with stars, representing a sense of serenity and holiness. Option 0) ""Usiku wa leo anga ina nyota nyingi."" is the closest meaning to the metaphor.",0,,0
Kiti hiki ni mtoto wa paka.,Kiti hiki kina nguvu.,Kiti hiki ni dhaifu.,1,"{
""answer"": 0
} 

This metaphor is comparing the chair to a kitten. Kittens are known to be agile and full of energy, therefore the closest meaning to ""Kiti hiki ni mtoto wa paka."" would be ""Kiti hiki kina nguvu"" which means ""This chair is strong.""",0,,0
Mtihani ulikuwa upepo.,Mtihani ulikuwa rahisi.,Mtihani ulikuwa ngumu.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Mtihani ulikuwa upepo"" implies that the exam was challenging, just like strong wind can be difficult to deal with. So, the closest meaning to this metaphor would be ""Mtihani ulikuwa ngumu"" (Option 1) which means the exam was difficult.",1,,0
Hadithi hiyo ni kama kilio cha mtoto kuzaliwa.,Hadithi hiyo ni ya mwanzo.,Hadithi hiyo ni ya mwisho.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Hadithi hiyo ni kama kilio cha mtoto kuzaliwa"" is comparing the story to the cry of a newborn baby. The cry of a newborn baby is often seen as a sign of hope, new beginnings, and a fresh start. Therefore, the closest meaning would be that the story is the beginning of something new, just like the cry of a newborn baby. Option 1) Hadithi hiyo ni ya mwisho would be the correct choice.",1,,0
Miti hii ni kama jua.,Miti hii inazaa matunda.,Miti hii haizalishi matunda.,0,"{
  ""answer"": 1
}",1,,0
Kijana yule ni panya.,Kijana yule alikula kwa pupa.,Kijana yule alikula bila haraka.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Kijana yule ni panya"" is comparing the young man to a rat, which is often associated with eating quickly and greedily. So, the intended meaning is that the young man ate quickly and greedily, similar to how a rat would eat. Therefore, the option ""Kijana yule alikula kwa pupa"" (the young man ate greedily) is the closest to the metaphor.",0,,0
Mtoto huyu ni sahani.,Mambo yake ni wazi sana.,Mambo yake si wazi.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Mtoto huyu ni sahani"" literally translates to ""This child is a plate."" The implied meaning is that the child's thoughts or intentions are not transparent or clear, similar to how the contents of a plate are not visible. Therefore, the closest meaning is ""Mambo yake si wazi"" which translates to ""His/her matters are not clear."" This option would be the most appropriate interpretation of the metaphor.",1,,0
Nyumba hii ni kama dunia.,Nyumba hii ni imara.,Nyumba hii si imara.,0,"{
  ""answer"": 1
}

In this metaphor, ""Nyumba hii ni kama dunia"" (This house is like the world), the closer meaning would be ""Nyumba hii si imara"" (This house is not stable). The comparison suggests that the house, like the world, is not completely secure or stable.",1,,0
Nyumba hii ni kama mawimbi ya bahari.,Nyumba hii ni imara.,Nyumba hii si imara.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Nyumba hii ni kama mawimbi ya bahari."" compares the house to ocean waves, suggesting that it is strong and sturdy like the waves of the sea. Therefore, the meaning closest to the metaphor is ""Nyumba hii ni imara.""",0,,0
Mwanafunzi huyu ni nta.,Mwanafunzi huyu ni mwenye heshima,Mwanafunzi huyu ni mfidhuli.,0,"{
  ""Answer"": 1
}

Explanation: The metaphor ""Mwanafunzi huyu ni nta"" suggests that the student is stubborn or difficult to work with, like sticky and hard to remove ""unpleasant"". Therefore, the closest meaning is ""Mwanafunzi huyu ni mfidhuli"" meaning the student is stubborn.",1,,0
