Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Tujuan hidup itu bagaikan menciduk air di kolam.,Tujuan hidup itu harus ditentukan.,Tujuan hidup itu asal.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the purpose of life to scooping water in a pond, implying that it should be determined intentionally and not taken lightly. Option 0) ""Tujuan hidup itu harus ditentukan"" reflects this idea of setting specific goals and directions in life.",0,,0
Matahari hari ini seolah hanya sejengkal dari atas ubun-ubun kepala.,Matahari hari ini sangat panas.,Matahari hari ini redup.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Matahari hari ini seolah hanya sejengkal dari atas ubun-ubun kepala"" suggests that the sun is dim or not shining brightly, reflecting a sense of gloominess or sadness. This is closer in meaning to option 1) Matahari hari ini redup.",1,,0
Mertua dan menantu di Indonesia itu bagaikan cerita rakyat Bawang Merah & Bawang Putih.,Mertua dan menantu di Indonesia itu kontradiktif.,Mertua dan menantu di Indonesia itu harmonis.,0,"{
  ""answer"": 1
} 

In the metaphor, comparing the relationship between mother-in-law and daughter-in-law in Indonesia to the folktale of Bawang Merah & Bawang Putih implies that they are harmonious, as in the folktale the two characters eventually reconcile and live peacefully. Option 1) Mertua dan menantu di Indonesia itu harmonis, is the closest meaning to the metaphor.",1,,0
Bahagia itu adalah ketika kita dapat uang kaget 100 Milyar Rupiah tanpa harus dipotong pajak.,Bahagia itu bersifat material.,Bahagia itu bersifat nonmaterial.,0,"{
  ""Explanation"": ""Uang kaget 100 Milyar Rupiah adalah simbol dari kejutan yang menyenangkan dan tidak terduga, hal ini dapat memberikan kebahagiaan pada seseorang. Pada kasus ini, kebahagiaan lebih terkait dengan pengalaman emosional daripada harta benda atau kekayaan materi."",
  ""Answer"": 1
}",1,,0
Nilau tukar rupiah di banding dolar ibarat kesaktian Angling Darma melawan Nyi Pelet.,Nilai tukar rupiah dibanding dolar lemah.,Nilai tukar rupiah dibanding dolar kuat.,1,"{
  ""answer"": 0
} 

In this metaphor, the comparison is between Nilau tukar rupiah (exchange rate of the Indonesian currency, Rupiah) and dolar (Dollar). The metaphor refers to the exchange rate of Rupiah being weaker compared to Dollar, similar to Angling Darma being weaker against Nyi Pelet. Therefore, the closest meaning is option 0) Nilai tukar rupiah dibanding dolar lemah (Exchange rate of Rupiah compared to Dollar is weak).",0,,0
Sikap serakah itu ibarat menghentikan makan saat perut sudah kenyang.,Sikap serakah itu membuat selalu merasa kurang.,Sikap serakah itu membuat cukup.,1,"{
""answer"": 0
} 

The metaphor is comparing greed to stopping eating when one is already full. Option 0) ""Sikap serakah itu membuat selalu merasa kurang."" is the closest meaning because just like how greed always makes a person feel like they never have enough, stopping eating when full represents a greed that can never be satisfied.",0,,0
Perguruan tinggi itu ibarat villa di pegunungan untuk bersantai saat libur tiba.,Perguruan tinggi itu tempat untuk menempa diri.,Perguruan tinggi itu tempat untuk relaksasi.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the university to a mountain villa for relaxation during holidays. In this context, the closest meaning is that the university is a place for self-improvement and development, similar to how a villa in the mountains can provide a peaceful environment for reflection and growth.",0,,0
Wanita Sunda itu kulitnya seperti kulit jeruk.,"Kulit wanita Sunda itu halus, putih, dan kenyal.","Kulit wanita Sunda itu pori-porinya besar, kasar, dan tidak mulus.",1,"{
	""answer"": 0
}

Explanation: The metaphor comparing the woman's skin to an orange skin suggests that the skin is smooth, soft, and elastic, similar to how the skin of an orange is. Option 0 reflects this meaning, as it describes the skin as smooth, white, and supple.",0,,0
Sudah menjadi semacam rahasia umum bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.,Merupakan informasi publik bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.,Merupakan rahasia bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.,0,"{
  ""answer"": 1
}

The metaphor here is comparing the recruitment process of the military to a secret, implying that it is not widely known or easily accessible. Option 1) Merupakan rahasia bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa. is the closest in meaning as it highlights the secretive nature of the recruitment process.",1,,0
"mengalir saja seperti air, semua pasti akan aku dapatkan.","Walaupun harus dengan kerja keras, aku akan meraih semuanya.","pasrah saja kepada takdir, aku akan meraih semuanya.",1,"{
  ""answer"": 0
}

Explanation: The metaphor ""mengalir saja seperti air"" indicates a sense of effortless flow, which aligns more closely with the meaning of achieving everything through hard work (option 0) rather than simply submitting to fate (option 1).",0,,0
Aku percaya bahwa hidup itu adalah air susu yang harus dibalas dengan air tuba.,Aku percaya bahwa hidup itu adalah kebaikan harus dibalas dengan kejahatan.,Aku percaya bahwa hidup itu adalah selalu berbuat baiklah agar kamu menerima karma baiknya.,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares life to milk, which should be reciprocated with water. This implies that good deeds or kindness should be repaid with more kindness, similar to repaying milk with water. Option 1 reflects this idea by suggesting that one should always do good to receive good karma in return.",1,,0
Imbal hasil yang dicatatkan oleh reksadana pasar uang itu ibarat tekanan darah setelah makan mentimum 1 kg.,Imbal hasil yang dicatatkan oleh reksadana pasar uang itu naik secara drastis.,Imbal hasil yang dicatatkan oleh reksadana pasar uang itu jatuh secara drastis.,1,"{
  ""answer"": 0
}

Explanation: Just like blood pressure increases after consuming 1 kg of salt, the return recorded by the money market mutual fund increased significantly. Thus, the closest meaning is ""Imbal hasil yang dicatatkan oleh reksadana pasar uang itu naik secara drastis."" (option 0)",0,,0
"Miskin adalah ketika hartanya tidak habis sampai 7 turunan, tapi dia masih korupsi.",Miskin itu adalah kekurangan moral.,Miskin itu adalah kekurangan modal.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor describes someone who is poor not because they lack money, but because they continuously engage in corruption. This suggests that the poverty is not due to a lack of capital (modal), but rather a lack of morals.",1,,0
Nyawa seseorang itu ibarat sampah yang berserakan di pinggir kali.,Nyawa seseorang itu berharga.,Nyawa seseorang itu hina.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares a person's life to scattered garbage by the river, which can imply that a person's life is valuable and should not be treated as something worthless. So, the closest meaning is ""Nyawa seseorang itu berharga.""",0,,0
Hidupku sangat unik bagaikan pelangi yang hadir setiap saat.,Hidupku sangat unik karena susah dahulu baru bahagia.,Hidupku sangat unik karena bahagia selalu tak pernah susah.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing life to a rainbow that is always present. This implies that life is unique because it has its ups and downs, just like how a rainbow appears after a storm. Option 0 reflects this idea by suggesting that life is unique because of the difficulties faced before experiencing happiness.""
}",0,,0
Tips untuk pemula yang ingin sukses sebelum usia 30 adalah manjakan diri dengan menikmati senja di Labuan Bajo setiap akhir pekan.,Tips untuk pemula yang ingin sukses sebelum usia 30 adalah hemat.,Tips untuk pemula yang ingin sukses sebelum usia 30 adalah boros.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor suggests that in order to be successful before the age of 30, one should indulge in self-care by enjoying the sunset in Labuan Bajo every weekend. This implies the importance of taking time to relax and appreciate the beauty of nature, which does not necessarily align with being frugal or saving money. Therefore, the closest meaning to the metaphor is that the tip is to be thrifty or careful with money (option 0).",0,,0
Kamus Besar Bahasa Indonesia setebal buku Sidu.,Kamus Besar Bahasa Indonesia sangat tebal.,Kamus Besar Bahasa Indonesia biasa saja.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing the thickness of the book to the Kamus Besar Bahasa Indonesia. In this case, the correct meaning is option 0, which means the Kamus Besar Bahasa Indonesia is very thick.",0,,0
Dia membeli saham gorengan.,Dia membeli saham yang jelek.,Dia membeli saham yang unggulan.,0,"{
  ""answer"": 1
} 

The metaphor ""Dia membeli saham gorengan"" is closer in meaning to ""Dia membeli saham yang unggulan."" This is because the term ""saham gorengan"" is often used colloquially to refer to stocks with high potential for quick profits, similar to how ""gorengan"" (fried snacks) are often popular and sell quickly. Therefore, the closest meaning to the metaphor is that the person bought high-quality stocks with potential for good returns.",1,,0
Pastikan kamu mau hajar kanan untuk memastikan keuntunganmu bermain saham.,Pastikan kamu mau beli dengan harga tertinggi untuk memastikan keuntunganmu bermain saham.,Pastikan kamu mau jual dengan harga terendah untuk memastikan keuntunganmu bermain saham.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""hajar kanan"" in Indonesian language typically means to sell something at a high price to ensure profit, which aligns with the option 1) Pastikan kamu mau jual dengan harga terendah untuk memastikan keuntunganmu bermain saham. On the other hand, buying at the highest price (option 0) would not ensure profit but rather potentially lead to losses in stock trading.",1,,0
Pastikan kamu mau hajar kiri untuk memastikan keuntunganmu bermain saham.,Pastikan kamu mau beli dengan harga tertinggi untuk memastikan keuntunganmu bermain saham.,Pastikan kamu mau jual dengan harga terendah untuk memastikan keuntunganmu bermain saham.,1,"{
  ""answer"": 0
}  

In the metaphor, ""hajar kiri"" can be interpreted as taking the left route, which signifies buying at a higher price to ensure profit in playing the stock market. Therefore, the option ""0) Pastikan kamu mau beli dengan harga tertinggi untuk memastikan keuntunganmu bermain saham."" is the closest meaning to the metaphor.",0,,0
"Ibarat buah jatuh sangat jauh dari pohonnya, begitulah tingkah laku anak.",Tingkah laku anak meniru orang lain.,Tingkah laku anak berbeda dengan orang lain.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Ibarat buah jatuh sangat jauh dari pohonnya, begitulah tingkah laku anak,"" the comparison is between a fruit falling far from its tree and a child's behavior. When a fruit falls far from its tree, it means that it has deviated from where it originated. Similarly, the metaphor suggests that a child's behavior is imitating or copying others, which is the closest meaning to option 0) Tingkah laku anak meniru orang lain.",0,,0
Semua yang pernah aku pelajari di sekolah seolah buku langka di perpustakaan ketika aku masuk dunia kerja.,Semua yang pernah aku pelajari di sekolah tidak bermanfaat untuk diaplikasikan di dunia kerja.,Semua yang pernah aku pelajari di sekolah bermanfaat untuk diaplikasikan di dunia kerja.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the things learned in school to rare books in a library when entering the workforce. This implies that the knowledge gained in school may not be directly applicable or easily accessible in the real world of work. Option 0) reflects this interpretation, making it the closest meaning to the metaphor.",0,,0
Pasangan ideal bagiku itu seperti majikan dengan pembantunya.,Pasangan ideal bagiku itu adalah salah satu ada yang lebih tinggi dari yang lain.,Pasangan ideal bagiku itu adalah setara.,0,"{
  ""answer"": 1
} 

In this metaphor, the ideal partner is compared to a boss and their assistant. The metaphor implies a sense of hierarchy and complementarity in the relationship, suggesting that the ideal partner is someone who is equal in importance and shares responsibilities equally, like a boss and their assistant working together as a team. Option 1) ""Pasangan ideal bagiku itu adalah setara."" is the closest meaning to the metaphor.",1,,0
Universitas tempatku berkuliah itu adalah gudangnya katak dalam tempurung.,Universitas tempatku berkuliah itu adalah gudangnya berwawasan luas.,Universitas tempatku berkuliah itu adalah gudangnya picik.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""gudangnya katak dalam tempurung"" means that the university is a place full of knowledge and wisdom which is similar to the option 0) Universitas tempatku berkuliah itu adalah gudangnya berwawasan luas. This option conveys the idea that the university is a treasure trove of broad and profound knowledge.",0,,0
"Jika diamati, wajahnya seperti bulan dari dekat.","Jika diamati, wajahnya cantik dan indah.","Jika diamati, wajahnya buruk, dari segi teksturnya.",1,"{
	""answer"": 0
}

Explanation: The metaphor comparing the person's face to the moon from up close is implying that the face is beautiful and lovely, just like how the moon appears attractive when observed closely. Option 0) Jika diamati, wajahnya cantik dan indah, aligns with this interpretation.",0,,0
Rapornya penuh dengan tinta merah.,Rapornya penuh nilai jelek.,Rapornya penuh nilai bagus.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Rapornya penuh dengan tinta merah"" typically means ""Rapornya penuh nilai jelek"" because red ink is commonly used to indicate mistakes or failures in a report card. Therefore, the closest meaning to the metaphor is option 0) Rapornya penuh nilai jelek.",1,,0
Cita-citanya ternyata setinggi daun kelor.,Cita-citanya sangat tinggi.,Cita-citanya sangat rendah.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'Cita-citanya ternyata setinggi daun kelor' means that the ambition is very high, similar to how high a moringa leaf is. Therefore, the closest meaning is option 0) Cita-citanya sangat tinggi.""
}",0,,0
Nasihat dari gurunya bagaikan batu kali.,Nasihat dari gurunya bermakna.,Nasihat dari gurunya tidak bermakna.,1,"{
  ""answer"": 0
} 

Batu kali is a metaphor for something solid and meaningful. So, the meaning closest to the metaphor is: Nasihat dari gurunya bermakna.",0,,0
Hari ini dia dapat rezeki bak nasi sisa.,Hari ini dia dapat rezeki sangat banyak.,Hari ini dia dapat rezeki sangat sedikit.,1,"{
  ""question"": ""Hari ini dia dapat rezeki bak nasi sisa."",
  ""options"": {
    ""0"": ""Hari ini dia dapat rezeki sangat banyak."",
    ""1"": ""Hari ini dia dapat rezeki sangat sedikit.""
  },
  ""answer"": 0
} 

Explanation: The metaphor ""rezeki bak nasi sisa"" implies that the person received blessings similar to leftover rice, which signifies an abundance of blessings or sustenance. Therefore, the closest meaning to the metaphor is ""Hari ini dia dapat rezeki sangat banyak.""",0,,0
Mesinnya bertenaga keledai.,Mesinnya bertenaga sangat kuat.,Mesinnya bertenaga lemah.,1,"{
  ""answer"": 0
} 

This metaphor compares the machine to a donkey, implying that the machine is very powerful, similar to the strength of a donkey. Thus, the closest meaning to the metaphor is ""Mesinnya bertenaga sangat kuat."" (Option 0)",0,,0
Suaranya saat bernyanyi seperti burung beo.,Suaranya saat bernyanyi merdu.,Suaranya saat bernyanyi sumbang.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the singing voice to that of a parrot, which is known for its ability to mimic sounds. In this case, it suggests that the singing voice is melodic and pleasant, similar to option 0 which means ""Suara saat bernyanyi merdu"" (melodious singing voice), rather than option 1 which means ""Suara saat bernyanyi sumbang"" (off-key singing voice).",0,,0
Rasa cintanya bagai api yang membara.,Rasa cintanya terlihat.,Rasa cintanya tersembunyi.,0,"{
  ""answer"": 1
} 

The metaphor ""Rasa cintanya bagai api yang membara"" compares the intensity of love to a burning fire, suggesting that the feeling is hidden beneath the surface, just like how fire burns internally before it is visible externally. Therefore, the closest meaning is ""Rasa cintanya tersembunyi"" (Option 1).",1,,0
Dia tidur kadang-kadang seperti ayam.,Dia tidur kadang-kadang sulit dibangunkan.,Dia tidur kadang-kadang mudah terbangun.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor comparing someone's sleep habits to a chicken does not imply that they wake up easily like a chicken would, but rather that they are difficult to wake up, similar to how chickens can sometimes be hard to wake up in the morning. So, the closest meaning to the metaphor would be Option 0) Dia tidur kadang-kadang sulit dibangunkan (he sleeps sometimes hard to wake up).",0,,0
"Akibat ucapan orang tuanya, hatinya seperti api yang disiram minyak.","Akibat ucapan orang tuanya, hatinya luluh.","Akibat ucapan orang tuanya, hatinya marah.",1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the heart to a fire being fueled with oil, implying that the heart is being softened or melting due to the parents' words. Therefore, the closest meaning would be ""Akibat ucapan orang tuanya, hatinya luluh."" (Option 0)",0,,0
Kesabarannya sekarang sebesar kertas.,Kesabarannya masih banyak.,Kesabarannya sudah sedikit.,1,"{
  ""answer"": 0
}",0,,0
Dia punya mental tempe.,Dia punya mental kuat.,Dia punya mental lemah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Dia punya mental tempe"" implies that the person has a weak mental strength, similar to the soft texture of tempe. Therefore, the closest meaning would be option 1) Dia punya mental lemah.",0,,0
Pikirannya dan pikiran temannya seperti kecap dan kopi.,Pikiran dan pikiran temannya saling melengkapi.,Pikiran dan pikiran temannya tidak nyambung.,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing thoughts to soy sauce and coffee implies that the thoughts of the person and their friend complement each other well, just like soy sauce and coffee can be a good combination in certain dishes. Option 0 best captures this idea of thoughts complementing each other.",0,,0
"Bagi sang ibu, anaknya adalah buku yang terbuka.","Bagi sang ibu, anaknya mudah ditebak.","Bagi sang ibu, anaknya sulit ditebak.",0,"{
	""Answer"": 1
}

Explanation: The metaphor ""anaknya adalah buku yang terbuka"" means that the child is open and transparent, just like an open book. Therefore, the closest meaning would be that the child is not easily predictable or understood, hence ""sulit ditebak"".",1,,0
Dia berbelanja seperti akan hidup selamanya.,Dia berbelanja tanpa pikir panjang dan foya-foya.,Dia berbelanja penuh perhitungan.,1,"{
  ""Answer"": 0
}

Explanation: The metaphor compares someone's shopping behavior to living forever. Option 0 reflects the meaning of shopping without thinking about the consequences and spending recklessly, similar to how someone might act if they thought they would live forever.",0,,0
Lagaknya seperti anak sultan.,Sikapnya angkuh.,Sikapnya rendah diri.,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor 'Lagaknya seperti anak sultan' is closer in meaning to options 1) Sikapnya rendah diri. This is because being compared to a sultan's child implies a sense of privilege and high status, which may make the person behave in a humble or modest manner, rather than arrogant.""
}",1,,0
Tulisan tangannya bagaikan milik dokter.,Tulisan tangannya berantakan.,Tulisan tangannya rapi.,0,"{
  ""Answer"": 1
}

Explanation: The metaphor ""Tulisan tangannya bagaikan milik dokter"" means that the handwriting is neat and clear, similar to that of a doctor. So, the closest meaning is option 1) Tulisan tangannya rapi.",1,,0
Wajahnya terlihat seperti habis perawatan di klinik abal-abal.,Wajahnya terlihat rupawan.,Wajahnya terlihat jelek.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""Wajahnya terlihat seperti habis perawatan di klinik abal-abal"" compares the person's face to having undergone a treatment in a shady clinic, implying that the outcome is good but fake or not genuine. Therefore, the closest meaning would be ""Wajahnya terlihat rupawan"" which means the person's face looks beautiful or attractive.",0,,0
Dia beribadah seperti tidak ada surga dan neraka.,Dia beribadah dengan asal.,Dia beribadah dengan khusyuk.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Dia beribadah seperti tidak ada surga dan neraka"" implies that the person is worshipping with full focus and sincerity, as if there were no distractions or external influences. This is closer in meaning to ""Dia beribadah dengan khusyuk"" (Option 1), which means worshipping devoutly and attentively.",1,,0
"Dari perawakannya, ia telrihat seperti baru menghabiskan semur satu kuali.",Perawakannya kurus.,Perawakannya gendut.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the person's appearance to someone who has just finished eating a pot of beef stew, indicating that the person appears thin or slender. Therefore, the closest meaning is Option 0) Perawakannya kurus.",0,,0
Kemampuan Bahasa Inggrisnya seperti anak usia lima tahun.,Kemampuan Bahasa Inggrisnya buruk.,Kemampuan Bahasa Inggrisnya bagus sekali.,0,"{
  ""answer"": 1
} 

This metaphor implies that the person's English proficiency is still at a basic level, similar to a five-year-old child. Therefore, the closest meaning to the metaphor would be that their English proficiency is not very advanced, leading to Option 0 being the correct choice.",1,,0
Dia mendengarkan nasehat dari ibunya seperti murid yang tidak sabar menunggu bel pulang.,Dia mendengarkan nasehat dari ibunya dengan sungguh-sungguh.,Dia mendengarkan nasehat dari ibunya dengan tidak fokus.,1,"{
  ""Explanation"": ""The metaphor compares listening to advice from his mother to a student eagerly waiting for the school bell to ring, which implies that he is listening attentively and eagerly."",
  ""Answer"": 0
}",0,,0
Laki-laki itu berpidato sekan-akan ia tidak memiliki apapun kecuali yang melekat di badannya.,Laki-laki itu berpidato dengan sangat percaya diri.,Laki-laki itu berpidato dengan sangat  tidak percaya diri.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""berpidato seakan-akan ia tidak memiliki apapun kecuali yang melekat di badannya"" implies that the man is delivering a speech as if he has nothing to lose or hide, which indicates confidence. So, the closest meaning would be option 0) Laki-laki itu berpidato dengan sangat percaya diri.",0,,0
"Saat aku bersamanya, rasanya seperti memakai kain yang rombeng.","Saat aku bersamanya, rasanya begitu nyaman.","Saat aku bersamanya, rasanya begitu tidak nyaman.",1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Saat aku bersamanya, rasanya seperti memakai kain yang rombeng"" compares the feeling of being with someone to wearing uncomfortable clothes. The option ""Saat aku bersamanya, rasanya begitu nyaman"" is the closest meaning as it signifies that being with that person feels comfortable, opposite to the uncomfortable feeling of wearing ill-fitting clothes.",0,,0
Hasil pertandingan hari ini membuatku merasa seperti baru saja menyelesaikan lari marathon pertamaku.,Hasil pertandingan hari ini membuatku merasa kecewa.,Hasil pertandingan hari ini membuatku merasa puas.,1,"{
  ""answer"": 0
} 

The metaphor ""Hasil pertandingan hari ini membuatku merasa seperti baru saja menyelesaikan lari marathon pertamaku"" compares the feeling after the game to completing a first marathon. Just like finishing a marathon for the first time can be physically and emotionally exhausting but also fulfilling, the outcome of the game may have been disappointing but also a learning experience. Option 0) Hasil pertandingan hari ini membuatku merasa kecewa, is the closest meaning to the metaphor.",0,,0
Aku merasa seperti pecinta reptil yang sedang berkunjung ke penangkaran ular saat berada di ketinggian.,Aku merasa takut saat berada di ketinggian.,Aku merasa berani saat berada di ketinggian.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor comparing the feeling to a reptile lover visiting a snake breeding facility at a height suggests a feeling of fear or discomfort when being at a high place. Option 0 represents the closest meaning as feeling afraid while being at a height.",0,,0
Dia berpakaian seperti mau beli ikan ke pasar.,Dia berpakaian rapi.,Dia berpakaian seadanya.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Dia berpakaian seperti mau beli ikan ke pasar"" signifies that the person is dressed neatly and with a purpose, similar to someone going to the market to buy fish. Option 0) ""Dia berpakaian rapi"" closely relates to this meaning, as it implies that the person is dressed neatly. Option 1) ""Dia berpakaian seadanya"" does not align with the metaphor as it suggests the person is dressed casually or in a haphazard manner.",0,,0
Dia memelukku seakan-akan aku adalah musuh bebuyutannya.,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,1,"{
  ""answer"": 0
} 

The metaphor ""Dia memelukku seakan-akan aku adalah musuh bebuyutannya"" suggests that the person hugged tightly, similar to how one might hug an enemy to keep them from escaping. Therefore, the closest meaning would be ""Dia memelukku dengan erat"" (Option 0).",0,,0
Mobil itu melaju seperti keong.,Mobilnya cepat.,Mobilnya lambat.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'Mobil itu melaju seperti keong' compares the speed of the car to a snail, implying that the car is slow. Therefore, the closest meaning to the metaphor is 'Mobilnya lambat.'""
}",0,,0
Penampilannya bagaikan kucing masuk comberan.,Ia berpenampilan kumal dan kusam.,Ia berpenampilan cantik dan elok.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Penampilannya bagaikan kucing masuk comberan"" typically means that the person's appearance is sleek and well-dressed, similar to a cat in a cozy place. So, the closest meaning would be ""Ia berpenampilan cantik dan elok.""",1,,0
Masjid di pinggiran kota itu megah bagai gubuk tua.,Masjid itu tidak megah.,Masjid itu sangat megah.,0,"{""answer"":1} 

The metaphor compares the grandeur of the mosque to an old hut, emphasizing the majestic appearance of the mosque. Option 1) ""Masjid itu sangat megah"" is the closest meaning to the metaphor.",1,,0
"Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut.",Luka bekas kecelakaan itu sangat menyakitkan.,Luka bekas kecelakaan itu tidak sakit.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""tangan Irvan serasa digigit semut"" implies that the pain from the accident injury is very intense, similar to being bitten by ants. Therefore, the meaning that is closest to the metaphor would be that the injury is very painful, which corresponds to option 0) ""Luka bekas kecelakaan itu sangat menyakitkan"".",0,,0
Warna bajunya semerah api yang membara.,Bajunya merah cerah.,Bajunya tidak berwarna merah.,0,"{
  ""answer"": 1
}

The metaphor ""Warna bajunya semerah api yang membara"" implies that the color of the clothing is as fiery red as flames. Therefore, the closest meaning would be ""Bajunya merah cerah"" (option 0) as it indicates that the clothing is in a bright red color, similar to the intensity of fire. Option 1, ""Bajunya tidak berwarna merah"", does not align with the fiery red comparison in the metaphor.",1,,0
Giginya seputih kopi.,Giginya tidak putih.,Giginya putih.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Giginya seputih kopi"" is comparing the whiteness of the teeth to the whiteness of coffee. Since kopi (coffee) is generally perceived as dark in color, the closest meaning would be ""Giginya putih"" (Option 1), meaning the teeth are white.",1,,0
Penonton konser band itu layaknya peserta kuliah pagi.,Konser tersebut ramai penonton.,Konser tersebut sepi penonton.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the audience of the concert to morning class participants, implying that the concert is crowded with spectators similar to a lecture hall being full in the morning. Therefore, the closest meaning to the metaphor is option 0) Konser tersebut ramai penonton.""
}",0,,0
Mahasiswa itu sibuk bak pengangguran.,Mahasiswa itu sangat sibuk.,Mahasiswa itu tidak sibuk.,1,"{
  ""answer"": 0
} 

The metaphor ""Mahasiswa itu sibuk bak pengangguran"" means that the student is as busy as an unemployed person, implying that the student is not actually busy despite appearing to be so. Option 0) Mahasiswa itu sangat sibuk, is the closest meaning to this metaphor.",0,,0
"Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang.","Baginya, internet itu kebutuhan primer.","Baginya, internet itu kebutuhan tersier.",1,"{
  ""Explanation"": ""The metaphor compares the importance of the internet to eating at a high-end restaurant, implying that the internet is a primary necessity."",
  ""Answer"": 0
}",0,,0
Omongannya sepedas saus tomat.,Omongannya sangat pedas.,Omongannya tidak pedas.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the person's words to the spiciness of tomato sauce, indicating that the person's words are very sharp or harsh. Therefore, the closest meaning would be that the person's words are very harsh or critical, similar to spiciness.""
}",0,,0
Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai.,"Di Indonesia, orang jujur mudah ditemui.","Di Indonesia, orang jujur jarang ditemui.",0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai"" means that it is rare to find honest people in Indonesia, similar to how it is difficult to find grains of sand on a beach. Option 1) ""Di Indonesia, orang jujur jarang ditemui."" is the correct interpretation of the metaphor.",1,,0
Ia mengemudi bagaikan sopir angkutan kota.,Ia mengemudi dengan ugal-ugalan.,Ia mengemudi dengan rapi dan tertib.,0,"{
  ""answer"": 1
} 

The metaphor ""Ia mengemudi bagaikan sopir angkutan kota"" implies that the person drives like a public transport driver, which suggests they are driving in an orderly and disciplined manner. Therefore, the closest meaning is option 1) Ia mengemudi dengan rapi dan tertib.",1,,0
Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online.,Rizal hidup berfoya-foya dan mewah.,Rizal hidup irit.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""menebus pinjaman online"" implies that Rizal is spending money as if he owes a debt, which is more closely associated with living a luxurious and extravagant lifestyle (option 0) rather than living frugally (option 1).",0,,0
Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. .,Merakit komputer baru itu sangat rumit.,Merakit komputer baru itu sangat mudah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing assembling a new computer to completing a puzzle for children implies that it is complex and challenging, similar to solving a puzzle. Therefore, the closest meaning to the metaphor would be that building a new computer is very complicated, so option 0) ""Merakit komputer baru itu sangat rumit."" is the correct answer.",0,,0
Kerjasama dua perusahaan itu bagai lalat dan buah.,Kerjasama mereka merugikan salah satu pihak.,Kerjasama mereka saling menguntungkan.,0,"{
  ""Explanation"": ""Lalat dan buah seringkali saling terkait, dimana lalat membantu membuahi buah dan pada saat yang sama buah memberikan makanan kepada lalat."",
  ""Answer"": 1
}",1,,0
Andi menyukai sekolah seperti semut menyukai garam.,Andi suka sekolah.,Andi benci sekolah.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'Andi menyukai sekolah seperti semut menyukai garam' implies that Andi likes school a lot, just like how ants are attracted to salt. Therefore, the closest meaning to the metaphor is 'Andi suka sekolah.'""
}",0,,0
Anak itu berani seperti anak kucing.,Ia pemberani.,Ia penakut.,1,"{
  ""Explanation"": ""Anak kucing biasanya dianggap berani dan lincah, sehingga perumpamaan ini menggambarkan seseorang yang pemberani."",
  ""Answer"": 0
}",0,,0
