Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Rupi na siga cepot.,Rupi na kasep,Rupi na awon.,1,"{
  ""question"": ""Rupi na siga cepot."",
  ""options"": {
    ""0"": ""Rupi na kasep"",
    ""1"": ""Rupi na awon.""
  },
  ""answer"": 0
}

Explanation: The metaphor ""Rupi na siga cepot."" translates to ""The sun hiding behind the clouds."" The word ""cepot"" implies hiding or being obscured, similar to how clouds cover the sun. Option 0) ""Rupi na kasep"" translates to ""The sun is covered,"" which closely represents the metaphor. Option 1) ""Rupi na awon"" translates to ""The sun is shining,"" which is the opposite",0,,0
Awakna siga tangkal gedang.,Awakna kiat,Awakna letoy.,1,"{
  ""question"": ""Awakna siga tangkal gedang."",
  ""option_0"": ""Awakna kiat"",
  ""option_1"": ""Awakna letoy"",
  ""explanation"": ""The metaphor 'Awakna siga tangkal gedang' conveys the meaning of 'Awakna kiat' which is closer to being determined and persistent rather than being lazy and weak."",
  ""answer"": 0
}",0,,0
Mung lumpat si eta siga kuya.,Mung lumpat gancang,Mung lumpat lila.,1,"{
  ""answer"": 0
}

Explanation: ""Mung lumpat gancang"" means jumping quickly and energetically, which is close to the metaphor being described. ""Mung lumpat lila"" does not convey a similar meaning.",0,,0
Si eta kuliah siga nu teu aya beban.,Si eta kuliah na sibuk,Si eta kuliah na santai.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""Si eta kuliah siga nu teu aya beban"" implies that the person is not burdened with any responsibilities related to studying, which means they are not busy. Therefore, the closest meaning is option 0) Si eta kuliah na sibuk (Si eta kuliah is busy).",0,,0
Masakanna kawas nu boga resto ageung.,Masakan na awon,Masakan na ngeunah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Masakanna kawas nu boga resto ageung"" translates to ""The food in the old restaurant tastes better."" Comparing the taste of food refers to the quality or enjoyment factor, and in this case, it implies that the food is better at the old restaurant. Option 0) Masakan na awon means ""food that is delicious,"" which aligns with the metaphor. Option 1) Masakan na ngeunah means ""food that is bad,"" which is the opposite of what the metaphor is trying to convey.",0,,0
Hawa na siga di leuweung,Hawa na tiis,Hawa na panas.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Hawa na siga di leuweung"" relates to the feeling of heat from the sun, which is similar to the meaning of ""Hawa na panas"" (hot weather). ""Hawa na tiis"" refers to enduring or tolerating the heat, which is not as close to the metaphor as ""Hawa na panas.""",1,,0
Kaayaan ayeuna kawas loba dosa,Kaayaan ayeuna awon,Kaayaan ayeuna alus.,0,"{
""question"": ""Kaayaan ayeuna kawas loba dosa"",
""option1"": ""Kaayaan ayeuna awon"",
""explanation1"": ""The word 'kawas' in Sundanese language means difficult or heavy, while 'loba dosa' means full of mistakes. Therefore, the metaphor implies that the current situation is burdensome with many mistakes or sins, making the second option 'Kaayaan ayeuna alus' (Kaayaan ayeuna alus) more appropriate as it means clean or pure."",
""answer"": 1
}",1,,0
Salaki na kawas Nyi Iteung.,Salaki na kedul,Salaki na rajin.,1,"{
  ""answer"": 0
}

The metaphor ""Salaki na kawas Nyi Iteung"" refers to someone who is lazy or slow. The option ""Salaki na kedul"" means lazy, which is the closest meaning to the metaphor.",0,,0
Budak na siga nu dihuapan sapopoe.,Budak na kurus,Budak na gendut.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Budak na siga nu dihuapan sapopoe"" is comparing a child to a dried fish that is thin or skinny, implying that the child is thin or skinny as well. Option 0) Budak na kurus is the closest meaning as it also refers to a child being thin.",0,,0
Keneh isuk ngan siga panonpoe geus mencrang wae,Keneh isuk tos panas,Keneh isuk keneh tiis.,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares Keneh isuk with siga panonpoe geus mencrang wae, which implies that Keneh isuk is enduring a difficult situation. Therefore, the closest meaning is ""Keneh isuk keneh tiis,"" which means Keneh isuk must endure.",1,,0
Ngabaturan si eta unggal poe siga boga asisten sagala tiasa.,Ngabaturan si eta unggal poe loba masalah,Ngabaturan si eta unggal poe euweuh masalah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ngabaturan si eta unggal poe siga boga asisten sagala tiasa."" means ""She always has solutions for all problems,"" as ""boga asisten"" represents having assistants to solve problems. Option 0) Ngabaturan si eta unggal poe loba masalah is the closest meaning, as it translates to ""She always has solutions for all problems.""",0,,0
Kakolot undak unduk na siga malin kundang,Ka kolot undak unduk na siga durhaka,Ka kolot undak unduk na siga ngabaktos.,0,"{
  ""Explanation"": ""Kakolot is a type of bird known for its loyalty and commitment to its nest. In this metaphor, it implies someone who is trustworthy and dependable. 'Durhaka' means ungrateful, which is the opposite of the intended meaning. 'Ngabaktos' means devoted, which aligns with the metaphor."",
  ""Answer"": 1
}",1,,0
Budak ayeuna mung gawe kawas kebo,Budak ayeuna mung gawe lambat,Budak ayeuna mung gawe geusit.,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor is comparing the person to a slow-moving buffalo, indicating that the person is being lazy or taking a long time to finish something. 'Budak ayeuna mung gawe kawas kebo' is closer in meaning to 'Budak ayeuna mung gawe geusit' which means the person is being slow or sluggish.""
}",1,,0
Budak ayeuna mung gawe kawas peucang.,Budak ayeuna mung gawe lambat,Budak ayeuna mung gawe geusit.,1,"{
  ""explanation"": ""The metaphor is comparing someone's actions to the pace of a slow-moving animal (peucang). This implies that the person is slow or taking their time."",
  ""answer"": 0
}",0,,0
Milarian artos siga artos ngagolosor ti langit.,Milarian artos rajin,Milarian artos nyalse.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Milarian artos siga artos ngagolosor ti langit"" translates to ""The sun is like a bird flying in the sky."" Comparing the sun to a bird flying in the sky implies that the sun is radiant and bright, similar to the energy and vibrancy of a bird in flight. Therefore, the meaning closest to this metaphor is ""Milarian artos rajin"" which means ""The sun is diligent.""",0,,0
Mie na beukah kawas kembang aromanis,Mie na beukah sae,Mie na beukah teu tangtu.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Mie na beukah kawas kembang aromanis"" is closer in meaning to ""Mie na beukah teu tangtu"" because it suggests that the situation may not be as perfect or pleasant as expected, similar to how a dish of noodles may not taste as good as it looks.",1,,0
Sakola na ka bumi siga ti kulon ka wetan,Sakola na ka bumi tebih,Sakola na ka bumi caket.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Sakola na ka bumi siga ti kulon ka wetan"" means ""the school is shining brightly in the midst of the east"", which implies that the school is a place of enlightenment, knowledge, and learning. The option ""Sakola na ka bumi caket"" (option 1) means ""the school is a source of light"", which aligns more closely with the metaphorical meaning of enlightenment and knowledge.",1,,0
Pangaos cocoan si ade siga cimol tilu siki.,Pangaos cocoan si ade awis,Pangaos cocoan si ade mirah.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor refers to someone being strong and confident like a ""pangaos"" bird. Choosing option 0) Pangaos cocoan si ade awis, which means ""Pangaos bird is smart,"" is closest in meaning to the metaphor. Option 1) Pangaos cocoan si ade mirah, meaning ""Pangaos bird is red,"" does not align with the metaphorical interpretation of the phrase.",0,,0
Wengi ieu langit na siga cai kopi.,Wengi ieu langit na mencrang,Wengi ieu langit na ceudeum.,1,"{
  ""answer"": 0
}

This metaphor is comparing the night sky to a cup of coffee that is strong or bold. Option 0) ""Wengi ieu langit na mencrang"" means ""The night sky is bright"" which is closer in meaning to a strong cup of coffee.",0,,0
Kasohor na eta artis siga nu teu aya internet wae.,Kasohor na eta artis sagala jalmi uninga,Kasohor na eta artis teu aya jalmi uninga.,1,"{
  ""explanation"": ""The metaphor is comparing the situation to a popular artist without any internet presence. This is similar to the first option which states that the artist is well-known by everyone."",
  ""answer"": 0
}",0,,0
Nu lalajo di stadion kamari siga budak leutik,Nu lalajo di stadion kamari rame,Nu lalajo di stadion kamari sepi.,0,"{
  ""answer"": 1
}

The metaphor ""Nu lalajo di stadion kamari siga budak leutik"" is comparing the stadium to a small child. When a stadium is compared to a small child, it implies that the stadium is empty or quiet, similar to how a small child may be calm and quiet. Therefore, the option ""Nu lalajo di stadion kamari sepi"" meaning ""Nu lalajo di stadion kamari quiet"" is the closest meaning to the metaphor.",1,,0
Beuki ka dieu pamarentah teh siga beurit dina lumbung pare,Beuki ka dieu pamarentah beuki korup,Beuki ka dieu pamarentah beuki ngaalusan.,0,"{
  ""answer"": 1
}

Explanation: The metaphor used in the startphrase is comparing the situation of ""siga beurit dina lumbung pare"" (hiding inside the rice barn) to either being corrupt or being protected. Since hiding inside a rice barn signifies protection from harm, the option ""Beuki ka dieu pamarentah beuki ngaalusan"" (being protected) is the closest meaning to the metaphor.",1,,0
Sanajan loba masalah manehna siga kembang katewak angin.,Sanajan loba masalah maneh na pantang nyerah,Sanajan loba masalah maneh na gampil nyerah.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Sanajan loba masalah manehna siga kembang katewak angin"" can be interpreted as facing many challenges but refusing to give up (Option 0), as opposed to easily giving up (Option 1). The comparison is between the resilience of a flower swaying in the wind despite facing adversity.",0,,0
Ngalereskeun ieu mesin siga nu keur operasi jantung,Ngalereskeun ieu mesin hese,Ngalereskeun ieu mesin gampil.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor likens ""operating the heart surgery machine"" to the option ""easy to operate"". The word ""gampil"" means easy, so the correct meaning is ""Ngalereskeun ieu mesin gampil.""",1,,0
Asep lumpatna kawas keong.,Asep lumpatna gancang,Asep lumpatna lila.,1,"{
  ""answer"": 0
}

The metaphor is comparing Asep's actions to that of a frog jumping swiftly like a snake. The option ""Asep lumpatna gancang"" means Asep is jumping swiftly like a frog, which is the closest meaning to the metaphor.",0,,0
Si Iwan kasohor lantaran siga foto modol.,Si Iwan kasohor lantaran kasep,Si Iwan kasohor lantaran goreng.,1,"{
  ""explanation"": ""In this metaphor, the comparison is between Iwan being known for his photography skills and being known for being handsome or good looking. The closest meaning to the metaphor would be option 0) Si Iwan kasohor lantaran kasep."",
  ""answer"": 0
}",0,,0
Mun jadi jalmi ulah sok beurat birit,Mun jadi jalmi ulah sok kedul,Mun jadi jalmi ulah sok getol.,0,"{
  ""Explanation"": ""The metaphor is describing someone who is consistently difficult and stubborn. 'Beurat birit' means heavy and resistant, so the closest meaning would be option 1) Mun jadi jalmi ulah sok getol, which means consistent and persistent."",
  ""Answer"": 1
}",1,,0
Mun jadi jalmi ulah sok hampang birit.,Mun jadi jalmi ulah sok kedul,Mun jadi jalmi ulah sok getol.,1,"{
  ""answer"": 0
}

Explanation: The phrase ""sok hampang birit"" implies being inconsistent or unpredictable, which aligns more closely with the option ""sok kedul"" meaning changing direction frequently. Therefore, the correct option is 0) Mun jadi jalmi ulah sok kedul.",0,,0
Omongan Pak Ustad kawas gula dina enteh,Omongan Pak Ustad amis,Omongan Pak Ustad pait.,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, the mention of sugar (gula) usually refers to something pleasant and sweet. Since the options are ""Omongan Pak Ustad amis"" (sweet) and ""Omongan Pak Ustad pait"" (bitter), the closest meaning to the metaphor would be ""Omongan Pak Ustad pait"" (bitter).",1,,0
Omongan Pak Ustad kawas kopi hideung.,Omongan Pak Ustad amis,Omongan Pak Ustad pait.,1,"{
  ""answer"": 0
}

The correct option is 0) Omongan Pak Ustad amis.

In this metaphor, the statement ""Omongan Pak Ustad kawas kopi hideung"" is likely referring to the words of Pak Ustad being bitter, similar to bitter coffee. ""Amis"" in Indonesian means bitter, which fits the metaphor. ""Pait"" on the other hand means sour, which does not align with the context of the metaphor.",0,,0
Ieu kabar umpama hujan bentar,Ieu kabar ngareuwaskeun,Ieu kabar nenangkeun.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the news to a short rain, implying that the news is refreshing or uplifting. Option 1) ""Ieu kabar nenangkeun"" translates to this meaning, while option 0) ""Ieu kabar ngareuwaskeun"" does not match the metaphor.",1,,0
Kulit Siti kos careuh bulan.,Kulit Siti mulus,Kulit Siti korodok.,1,"{
  ""Explanation"": ""Kulit Siti kos careuh bulan is a metaphor implying that Siti's skin is smooth or flawless."",
  ""Answer"": 0
}",0,,0
Sikap anjeunna siga es batu,Sikap anjeunna tiis,Sikap anjeunna haneut.,0,"{
  ""answer"": 1
}

In this metaphor, ""Sikap anjeunna siga es batu"" is comparing someone's personality or behavior to ice. Ice is hard and cold, which can be interpreted as meaning that the person is harsh or unfriendly. Therefore, the closest meaning to the metaphor would be option 1) Sikap anjeunna haneut, which means the person's attitude is cold or unfriendly.",1,,0
Lanceuk abdi awakna sapertos nyere,Lanceuk abdi awakna begang,Lanceuk abdi awakna buleud.,0,"{
  ""answer"": 1
}

In this metaphor, Lanceuk is the master calling his servant, abdi, to come closer. The word ""buleud"" means closer or nearby, so the option ""Lanceuk abdi awakna buleud"" is the closest meaning to the metaphor.",1,,0
Lanceuk abdi awakna sapertos gajah.,Lanceuk abdi awakna begang,Lanceuk abdi awakna buleud.,1,"{
  ""Explanation"": ""In this metaphor, 'Lanceuk abdi awakna sapertos gajah' means 'The servant is like a strong elephant'. The options 'Lanceuk abdi awakna begang' means 'The servant is like a wild buffalo' and 'Lanceuk abdi awakna buleud' means 'The servant is like a big cloud'. Comparing a servant to a strong elephant implies that the servant is powerful, steadfast, and reliable."",
  ""Answer"": 0
}",0,,0
Gawe teh umpama nginum peresan limo.,Gawe teh ngabagjakeun,Gawe teh hanjelu.,1,"{
  ""Explanation"": ""Drinking a glass of water could mean either sharing or cleaning."",
  ""Answer"": 0
}",0,,0
Sora manehna kawas hujan geledek.,Sora manehna merdu,Sora manehna gandeng.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Sora manehna kawas hujan geledek."" means ""Her voice sounds lovely like the sound of raindrops."" Option 0) ""Sora manehna merdu"" means ""Her voice is melodious"", which is closest to the original metaphor.",0,,0
Awak manehna meuni kawas mawar bodas,Awak manehna meuni seungit,Awak manehna meuni bau.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the person to a white rose, which represents purity and beauty. The option ""Awak manehna meuni bau"" translates to ""You are fragrant,"" symbolizing pleasantness and positivity, which is closer to the intended meaning of the metaphor.",1,,0
Ditolak manehna umpama taman pinuh ku kembang.,Ditolak manehna meuni nyeri,Ditolak manehna meuni gumbira.,1,"{
  ""answer"": 0
}Explanation: The metaphor ""Ditolak manehna umpama taman pinuh ku kembang"" translates to ""Being rejected by them is like a garden filled with flowers."" In this context, the rejection is being compared to something beautiful and peaceful like a garden filled with flowers. Option 0) ""Ditolak manehna meuni nyeri"" translates to ""The rejection causes pain,"" which aligns more closely with the metaphor presented. Option 1) ""Ditolak manehna meuni gumbira"" translates to ""The rejection brings joy,"" which is the opposite of the intended meaning.",0,,0
Omongan manehna kawas cai di daun taleus,Omongan manehna robah-robah,Omongan manehna ajeg.,0,"{
  ""answer"": 1
} 

In this metaphor, ""Omongan manehna kawas cai di daun taleus"", the use of ""taleus"" (banana leaf) implies something smooth and unwrinkled. Option 1) ""Omongan manehna ajeg"" means the speech is smooth and well-spoken, which is the closest meaning to the metaphor.",1,,0
Kosan rerencangan abdi sapertos liang sireum.,Kosan rerencangan abdi lega,Kosan rerencangan abdi heurin.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Kosan rerencangan abdi sapertos liang sireum"" is a phrase indicating relief or satisfaction. Option 0) ""Kosan rerencangan abdi lega"" also conveys a sense of relief, making it the closest meaning to the metaphor. Option 1) ""Kosan rerencangan abdi heurin"" does not match the feeling of relief expressed in the startphrase.",0,,0
Ngaharep balesan manehna ibarat ngajarkeun lauk naek tangkal,Ngaharep balesan manehna mustahil,Ngaharep balesan manehna teu kudu usaha.,0,"{
  ""answer"": 1
}

Explanation: The metaphor 'Ngaharep balesan manehna ibarat ngajarkeun lauk naek tangkal' is comparing waiting for a response to cooking a delicious meal. The closest meaning is that one should put effort and work into getting the desired response, similar to cooking a meal. Therefore, the correct option is 1) Ngaharep balesan manehna teu kudu usaha.",1,,0
Milarian padamelan ayena mah sapertos milarian lauk di sagara.,Milarian padamelan ayeuna mah sesah,Milarian padamelan ayeuna mah gampil.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing the situation to a calm sea. Option 0) ""Milarian padamelan ayeuna mah sesah"" means ""The situation now is calm"", which closely aligns with the metaphor. Option 1) ""Milarian padamelan ayeuna mah gampil"" means ""The situation now is simple"", which does not fit the metaphor as well.",0,,0
Abdi sareung anjeuna kawas monyet jeung kera.,Abdi sareung anjeuna jauh bedana,Abdi sareung anjeuna eweuh bedana.,1,"{
  ""explanation"": ""The metaphor suggests that the distance between Abdi and anjeuna is similar to the distance between monkeys and apes, meaning they are very different from each other."",
  ""answer"": 0
}",0,,0
Diajar matematika umpama diajar maca jang budak SMA,Diajar matematika sesah,Diajar matematika gampil.,0,"{
  ""answer"": 1
}

From the given start phrase, the metaphor compares teaching mathematics to teaching a high school student, suggesting that teaching mathematics is easier or simpler than teaching a high school student. Therefore, the closest meaning to the metaphor would be option 1) Diajar matematika gampil.",1,,0
Diajar matematika umpama diajar maca jang budak TK.,Diajar matematika sesah,Diajar matematika gampil.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Diajar matematika umpama diajar maca jang budak TK"" means teaching math is as difficult as teaching a kindergarten child. Option 0) Diajar matematika sesah (teaching math is difficult) is the closest meaning to the metaphor, as it conveys the idea that teaching math is challenging, just like teaching young children at a kindergarten level. On the other hand, Option 1) Diajar matematika gampil (teaching math is easy) is the opposite meaning and does not align with the metaphor.",0,,0
Kue damelan umi abdi saraos kue toko,Kue damelan umi abdi raos,Kue damelan umi abdi teu raos.,0,"{
  ""explanation"": ""The metaphor suggests that the owner of the shop knows how to manage their business well, therefore the closest meaning is 'Kue damelan umi abdi teu raos' which means the shop owner knows how to manage the business well."",
  ""answer"": 1
}",1,,0
Pun bapa tanagana kawas budak sd.,Pun bapa kuat,Pun bapa lemah.,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, 'Pun bapa tanagana kawas budak sd.' is comparing the strength of the father to the strength of a child. Therefore, the meaning closest to the metaphor is 'Pun bapa kuat' which means the father is strong.""
}",0,,0
Teu nyangka rayi abdi sajangkung ucok baba.,Teu nyangka rayi abdi jangkung,Teu nyangka rayi abdi pondok.,1,"{
  ""answer"": 0
} 

Explanation: The word ""jangkung"" means tall, so in this context, ""Teu nyangka rayi abdi sajangkung ucok baba"" is a metaphor meaning ""I did not expect that I would grow tall like ucok baba"" rather than ""I did not expect that I would have a house like ucok baba.""",0,,0
Ngarantau ibarat jalan-jalan ka leuweung nu loba jurigna.,Ngarantau nyenengkeun,Ngarantau sieun.,1,"{
  ""answer"": 0
}

Explanation: The metaphor likens ""ngarantau"" (wandering) to ""jalan-jalan ka leuweung nu loba jurigna"" (going for a walk in a crowded forest). When someone goes for a walk in a forest with many obstacles, it implies that they are enjoying the journey despite the challenges. Thus, the closest meaning is ""ngarantau nyenengkeun"" (enjoying the journey).",0,,0
Jaket maneh naha siga jaket artis.,Jaket maneh butut,Jaket maneh alus.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares a regular jacket to a celebrity's jacket, implying that the regular jacket is less glamorous or fancy compared to the celebrity's. Therefore, the meaning closest to the metaphor is ""Jaket maneh butut"" which translates to ""regular jacket"" or ""ordinary jacket"" implying that the regular jacket is not as fancy as the celebrity's jacket.",0,,0
Acuk seuseuhan abdi mah sapertos acuk jalmi beres nguli.,Acuk seuseuhan abdi mah beresih,Acuk seuseuhan abdi mah kotor.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing ""acuk"" to ""abdi mah"", implying that ""acuk"" is as clean as ""abdi mah"". Therefore, the option ""Acuk seuseuhan abdi mah beresih"" meaning ""Acuk is as clean as abdi mah"" is the correct interpretation.",0,,0
Budak rerencangan abdi irungnya samancung jalmi nu beres nyusruk.,Budak rerencangan abdi irungna mancung,Budak rerencangan abdi irungna pesek.,1,"{
  ""answer"": 0
}

Explanation: In the metaphor, ""Budak rerencangan abdi irungnya samancung jalmi nu beres nyusruk"", the use of the word ""samancung"" implies that the person's nose is sharp or pointed. Therefore, the closest meaning would be option 0) Budak rerencangan abdi irungna mancung (the child of a planter has a sharp nose). Option 1) Budak rerencangan abdi irungna pesek (the child of a planter has a flat nose) is the opposite meaning and does not align with the sharp or pointed nose described in the metaphor.",0,,0
Pindah bumi ibarat manggihan dompet.,Pindah bumi nyedihkeun,Pindah bumi nyenengkeun.,1,"{
  ""answer"": 0
}",0,,0
Naek kareta ekonomi sarupa calik dina korsi papan,Naek kareta ekonomi teu enakeun,Naek kareta ekonomi enakeun.,0,"{
  ""answer"": 1
} 

This metaphor is comparing driving a car to the economy, implying that driving the economy forward is like driving a car on a road. Therefore, the closest meaning is ""Naek kareta ekonomi enakeun"" which means ""Driving the economy is smooth.""",1,,0
Naek kareta ekonomi sarupa calik dina sofa busa.,Naek kareta ekonomi teu enakeun,Naek kareta ekonomi enakeun.,1,"{
  ""Explanation"": ""The metaphor suggests that the economy is growing steadily but still needs improvement, similar to how a sofa may be comfortable but could still use some cushions."",
  ""Answer"": 0
}",0,,0
Basa inggris maneh geus saalus budak nu karak diajar ngomong.,Basa inggris maneh lancar,Basa inggris maneh balelol.,1,"{
  ""Explanation"": ""The metaphor compares the English language proficiency of the child before and after being taught how to speak. 'Basa inggris maneh geus saalus budak nu karak diajar ngomong' means 'The English of the child is much better now that he has been taught to speak.'"",
  ""Answer"": 0
}",0,,0
Carita nini abdi kawas carita nu nyieun sare.,Carita nini abdi rame tur alus,Carita nini abdi butut.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing a story to a well-made and interesting vehicle. Option 0) Carita nini abdi rame tur alus - This option reflects that the story is engaging and well-crafted, similar to a well-functioning car. Option 1) Carita nini abdi butut - This option means the story is boring and uninteresting, which is the opposite of what the metaphor indicates.",0,,0
Minyak goreng ayeuna geus saharga kacang.,Minyak goreng ayeuna mahal,Minyak goreng ayeuna mirah.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Minyak goreng ayeuna geus saharga kacang"" translates to ""Cooking oil now costs as much as peanuts."" This implies that something that used to be inexpensive (cooking oil) has now become expensive, similar to how peanuts are generally inexpensive. Option 0) Minyak goreng ayeuna mahal (Cooking oil is now expensive) is the closest meaning to the metaphor.",0,,0
Cai sumur ayeuna mah kos cai kopi,Cai sumur ayeuna kiruh,Cai sumur ayeuna herang.,0,"{
  ""answer"": 1
} 

This metaphor is comparing the water from the well to coffee, indicating that the water is strong and intense like coffee. Therefore, the closest meaning would be ""Cai sumur ayeuna herang"" which means the water from the well is strong or intense.",1,,0
Cai sumur ayeuna mah kos cai aqua.,Cai sumur ayeuna kiruh,Cai sumur ayeuna herang.,1,"{
  ""Explanation"": ""The metaphor is comparing a deep well to a person who is very knowledgeable (kos) and comparing a shallow well to a person who is ignorant (herang)."",
  ""Answer"": 0
}",0,,0
Ngadangu carita anjeun mah kawas ngimpi naek ferrari.,Ngadangu carita anjeun mah ngareuwaskeun,Ngadangu carita anjeun mah nyenengkeun.,1,"{
  ""answer"": 0
}

Explanation: In the metaphor, dreaming of riding a ferrari represents reaching for something luxurious or unattainable. Therefore, the closest meaning is ""Ngadangu carita anjeun mah ngareuwaskeun"" which means to reach for something unattainable.",0,,0
Hirup teu boga elmu sarupa leumpang sapanjang jalan nu loba lampuna.,Hirup teu boga elmu teu jelas,Hirup teu boga elmu jelas.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing having no knowledge to walking a dark path with many obstacles. Option 0) Hirup teu boga elmu teu jelas means ""having no clear knowledge"", which is closer to the metaphor than the option 1) Hirup teu boga elmu jelas which means ""having clear knowledge"".",0,,0
Pertanyaan si bapa teh meuni kos tts kompas,Pertanyaan si bapa bermutu tur sesah,Pertanyaan si bapa teu bermutu.,0,"{
  ""error"": ""No explanation provided""
}",1,NG,0
Kunaon atuh eta seragam teh jiga baju ti londri.,Kunaon atuh eta seragam teh risek,Kunaon atuh eta seragam teh licin.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the similarity between the fabric of the clothing and the tablecloth. The word ""risek"" means rough, which is closer to the idea of similarities between the two items. Option 0 reflects the roughness in the comparison.",0,,0
Hirup abdi mah kawas tv baheula,Hirup abdi mah hitam putih tur monoton,Hirup abdi mah loba warnana.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Hirup abdi mah kawas tv baheula"" translates to ""My life is like an old black and white TV,"" implying that the person's life is varied and colorful, similar to a colored TV with many different channels. Option 1) Hirup abdi mah loba warnana represents this meaning, as it emphasizes the idea of having many different colors.",1,,0
Buruan tatangga teh meuni saluas wc kareta.,Buruan tatanga luas,Buruan tatanga heurin.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing the smoothness of a car and the relationship between neighbors. In this context, ""luas"" (smooth) is more closely related to the smoothness of a car, which fits the metaphor. ""Heurin"" (yellow) does not make sense in this context.",0,,0
Gambar rayi abdi layak umpama gambar nu meunang ponten F.,Gambar rayi abdi hade,Gambar rayi abdi butut.,1,"{
  ""answer"": 0
} 

In this metaphor, ""gambar rayi abdi layak umpama gambar nu meunang ponten F"" is comparing the quality of the image made by the speaker to an image that wins a competition, represented as ""gambar nu meunang ponten F."" The option ""Gambar rayi abdi hade"" which means ""My drawing is deserving"" is closer in meaning to the metaphor because it conveys the idea that the speaker's drawing is worthy or deserving similar to the winning image in the competition.",0,,0
Tulisan budak teh meuni jiga cakar hayam,Tulisan budak teh acak-acakan,Tulisan budak teh rapi.,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, the phrase ""Tulisan budak teh meuni jiga cakar hayam"" refers to something that is neat and well-organized, like the feathers of a chicken. Therefore, the meaning closest to the metaphor is option 1) Tulisan budak teh rapi.",1,,0
Tulisan budak teh meuni jiga hasil ngeprint.,Tulisan budak teh acak-acakan,Tulisan budak teh rapi.,1,"{
  ""explanation"": ""Budak teh is probably referring to a child making tea, which is a metaphor for someone inexperienced or unskilled. So, the phrase 'Tulisan budak teh meuni jiga hasil ngeprint' most likely means messy handwriting rather than neat handwriting."",
  ""answer"": 0
}",0,,0
Elmu agama kawas gudang nu eweuh lampuan.,Elmu agama caang tur nuntun,Elmu agama poek.,1,"{
  ""answer"": 0
}

Explanation: The metaphor here suggests that knowledge is like a warehouse that contains treasures, which implies that knowledge is vast and valuable. Option 0 reflects this idea as it mentions guidance and instruction, which align with the metaphor. Option 1, on the other hand, does not capture the depth and richness implied by the metaphor.",0,,0
Cai Dieng sapertos cai termos.,Cai Dieng tiis,Cai Dieng panas.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares ""Cai Dieng"" to ""termos"", implying that Cai Dieng can endure or withstand like a termos does. Option 0) ""Cai Dieng tiis"" relates to endurance or resilience, making it the closest meaning to the metaphor. Option 1) ""Cai Dieng panas"" does not fit the comparison of enduring like a termos.",0,,0
Ngendong sawengi ge bawaan teh kawas jalmi nu bade pindahan,Ngendong sawengi ge bawaan teh seueur,Ngendong sawengi ge bawaan teh teu aya.,0,"{
  ""Explanation"": ""The metaphor is comparing Ngendong's situation to someone trying to move when there is nothing to carry."",
  ""Answer"": 1
}",1,,0
Acuk rerencangan abdi sapertos bu haji,Acuk rerencangan abdi katutup,Acuk rerencangan abdi kabuka.,0,"{
  ""answer"": 1
}

In this metaphor, ""Acuk rerencangan abdi sapertos bu haji"" is comparing making plans to going on a journey. Just like when going on a journey, plans should be open and flexible to adapt to unexpected situations. Therefore, the closest meaning to the metaphor is ""Acuk rerencangan abdi kabuka"" which translates to ""My plans are open.""",1,,0
