Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Inú Fadékẹ́ ti padà yọ́ sí mi bí i òrí lánàá lẹ́yìn gbogbo ìjà wa,Fadékẹ́ ti padà dárjíì mìí,Fadékẹ́ ti padà bínú sí mi,0,"{
  ""answer"": 1
}  

Explanation: The metaphor ""Inú Fadékẹ́ ti padà yọ́ sí mi bí i òrí lánàá lẹ́yìn gbogbo ìjà wa"" translates to ""Fadékẹ́'s anger has returned to me like a burnt offering after all our arguments."" The correct explanation is that Fadékẹ́'s anger has resurfaced towards the speaker after their numerous disagreements, similar to a burnt offering symbolizing reintroduction or return. Option 1) Fadékẹ́ ti padà bínú sí mi, which means ""Fade",1,,0
À̀wọn ọmọ yìí ti lọ sóko ọ̀gẹ̀dẹ̀,Eréepá ni àwọn ọmọ náà ṣe kiri,Àwọn ọmọ náà jókòó sí ibìkan,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""À̀wọn ọmọ yìí ti lọ sóko ọ̀gẹ̀dẹ̀"" compares the children to a pile of firewood, implying that they are piling up on each other. Option 0) ""Eréepá ni àwọn ọmọ náà ṣe kiri"" translates to ""The children are stacking like firewood,"" which is a closer meaning to the metaphor than Option 1) ""Àwọn ọmọ náà jókòó sí ibìkan"" which means",0,,0
Lẹ́yìn ẹ̀wọ̀n ọdún mọ́kànlá tó rí he ó padà gba ìtúsílẹ̀,Wọ́n dájọ́ ẹ̀wọ̀n ọdún mọ́kànlá fun nílé ẹjọ́,Ó ń polówó ọjà nílé ẹjọ́,0,"{
  ""answer"": 1
} 

Explanation: The metaphor is comparing the return of a lost item after twelve years to someone finding success in their hometown. Option 1, ""Ó ń polówó ọjà nílé ẹjọ́"" (finding success in their hometown), is the closest meaning to the metaphor.",1,,0
Adénúgà nífẹ̀ẹ́ sí bí àwọn ọ̀bọ ṣé n gun igi,Adénúgà pọ́n igi gùn dáadáa,Adénúgà sùn lóri igi,0,"{
  ""answer"": 1
} 

The metaphor in the question is comparing Adénúgà's love to how the vines wrap around a tree. Option 1, ""Adénúgà sùn lóri igi,"" is the closest in meaning as it conveys the idea of closely clinging to the tree, just like the vines. Option 0, ""Adénúgà pọ́n igi gùn dáadáa,"" does not capture the same metaphorical comparison.",1,,0
Ẹnu ni Tifẹ́ladé ni bí i tajakàrà,Tifẹ́ladé máa ń sọ àsọdùn ọ̀rọ̀,Tifẹ́ladé kì í sòrò,0,"{
  ""answer"": 1
}  

Explanation: The metaphor ""Ẹnu ni Tifẹ́ladé ni bí i tajakàrà"" translates to ""Tifẹ́ladé has a silver tongue."" This means that Tifẹ́ladé is eloquent or persuasive in speech, which is closer in meaning to option 1) ""Tifẹ́ladé kì í sòrò"" (Tifẹ́ladé does not speak).",1,,0
Kí ló dé tí Adéṣínà ṣe ra ilé tuntun?,Ìwà ọmọdé ni Adéṣínà máa ń wù,Adéṣínà nífẹ̀ẹ́ sí kó ma tọ̀ sára,0,"{
  ""answer"": 1
}

In this metaphor, ""Kí ló dé tí Adéṣínà ṣe ra ilé tuntun?"" is asking ""What has Adéṣínà acquired that will bring about a new home?"". The closest meaning represented in the options is ""Adéṣínà is preparing to start a new life."" Option 1) ""Adéṣínà nífẹ̀ẹ́ sí kó ma tọ̀ sára"" which translates to ""Adéṣínà is preparing to start a new life",1,,0
Ẹ wo bí Àlàó ṣe duró bí i Ọba,Àlàó kò kúrò lójú kan,Àlàó ń rìn kiri,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the behavior of Alaṓ to that of a king. Option 1) ""Àlàó ń rìn kiri"" means Alaṓ keeps moving forward, which is more similar to a king who perseveres and doesn't give up easily, like how a king stands strong and determined. Option 0) ""Àlàó kò kúrò lójú kan"" means Alaṓ does not stay in one place, which is more generic and does not fully capture the comparison to a king.",1,,0
Àwọn olè náà júbà eworo nígbà tí wọ́n gbúròó àwọn ọlọ́pàá,Àwọn olè náà sálọ,Àwọn olè náà gbé ìbọn wọn jáde,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares thieves bowing down to the wren when caught by the hunters. The closest meaning is that the thieves surrendered to the authorities (police) after being caught, similar to how the wren (a smaller bird) surrenders to the hunters. Option 1) Àwọn olè náà gbé ìbọn wọn jáde is the correct interpretation of the metaphor where the thieves bowed down, similar to how the wren surrenders.",1,,0
Ọ̀sẹ̀ kan rèé tí Wọléọlá ti lọ sí ìlú ọba,Ó ti pẹ́ gan tí Wọléọlá ti wà nínú yàrá,Wọléọlá ṣẹ̀ṣẹ̀ wọ inú yàrá,0,"{
  ""answer"": 1
} 

The metaphor is comparing Ọ̀sẹ̀ kan rèé tí Wọléọlá ti lọ sí ìlú ọba (One arrow has led Wọléọlá to the king's palace) to the options ""Ó ti pẹ́ gan tí Wọléọlá ti wà nínú yàrá"" (He has reached a point where Wọléọlá is in the thick of things) and ""Wọléọlá ṣẹ̀ṣẹ̀ wọ inú yàrá",1,,0
Ọdẹ́wùnmí bú gbogbo àwọn àgbà ọdẹ tí wọn jókòó,Ọdẹ́wùnmí kò kí àwọn àgbà ọdẹ dáadáa,Ọdẹ́wùnmí pariwo mọ́ àwọn àgbà ọdẹ,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Ọdẹ́wùnmí bú gbogbo àwọn àgbà ọdẹ tí wọn jókòó"" refers to Ọdẹ́wùnmí being the best hunter among all the other hunters. Option 0) ""Ọdẹ́wùnmí kò kí àwọn àgbà ọdẹ dáadáa"" means Ọdẹ́wùnmí is not inferior to any of the other hunters, which is the closest meaning to the metaphor.",0,,0
Ọ̀gbẹ̀rì ni Adénifújà nínú ẹgbẹ́ wa,Adénifújà kì í ṣe ọmọ ẹgbẹ́ wa,Olórí ẹgbẹ́ wa ni Adénifújà,0,"{
  ""answer"": 1
} 

This proverb is a metaphor which means ""Adénifújà is the head of our group."" Option 1) Olórí ẹgbẹ́ wa ni Adénifújà translates to ""Adénifújà is the head of our group,"" which is the closest meaning to the metaphor.",1,,0
Wọ́n na Bólájí nílù bààrà bí i ẹni tó jalè,Wọ́n na Bọ́lájí gan,Wọ́n gbé Bọ́lájí lọ jayé,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the situation to someone who is popular (jalè) like Bọ́lájí. Option 0) Wọ́n na Bọ́lájí gan is closer in meaning as it means they are as popular as Bọ́lájí.""
}",0,,0
Wọ́n gbé oúnjẹ tó dùn fún Bólájí,Wọ́n na Bọ́lájí gan,Wọ́n gbé Bọ́lájí lọ jayé,0,"{
  ""Explanation"": ""The metaphor used here is comparing the food that is delicious for Bọ́lájí to choosing to make Bọ́lájí happy."",
  ""Answer"": 1
}",1,,0
Arákùnrin náà fẹ́ ìyàwọ̀ lọ bìbà bí i ọba Aláàfin,Arákùnrin náà fẹ́ ìyàwó púpọ̀,Ìyàwó kan ṣoṣo ni arákùnrin náà fẹ́,0,"{
  ""answer"": 1
} 

Explanation: The phrase ""Arákùnrin náà fẹ́ ìyàwọ̀ lọ bìbà bí i ọba Aláàfin"" is comparing the desire of the man to marry many wives to the authority of the Aláàfin (traditional ruler). Option 1) ""Ìyàwó kan ṣoṣo ni arákùnrin náà fẹ́"" is closer to this comparison as it highlights the desire of the man to have multiple wives. Option 0) ""Arákùnrin náa",1,,0
Arákùnrin náà fẹ́ burẹ́wà,Arákùnrin náà fẹ́ ìyàwó púpọ̀,Ìyàwó kan ṣoṣo ni arákùnrin náà fẹ́,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Arákùnrin náà fẹ́ burẹ́wà"" indicates that the man desires a wife, so the meaning closest to this metaphor is option 0) Arákùnrin náà fẹ́ ìyàwó púpọ̀ (The man desires many wives). The metaphor does not imply that the man desires only one wife, so option 1) Ìyàwó kan ṣoṣo ni arákùnrin náà fẹ́ (The man desires only one wife) is not the most",0,,0
Àwọn ikọ̀ Nàìjíríà ti kó igbá wọlé níbí ìdíje ife ẹ̀yẹ àgbáyé,Ikọ̀ Nàìjíríà ṣe dáadáa níbi ìdíje ife ẹ̀yẹ àgbáyé,Ikọ̀ Nàìjíríà hùwà ìbàjẹ́ níbi ìdíje ife ẹ̀yẹ àgbáyé,1,"{
  ""answer"": 0
}

Explanation: The metaphor used here compares the Nigerian Eagles to birds of the sky, emphasizing their good performance. Option 0) reflects this sentiment by stating that the Nigerian Eagles are doing well in the sky of international football. Option 1) suggests the opposite, that the Nigerian Eagles are faltering in the sky of international football, which does not fit the metaphor. Thus, option 0) is the closest meaning to the metaphor.",0,,0
Etí Arínájà rí bí i eté eworo,Etí Arínájà tóbi gan,Etí Arínájà kéré gan,1,"{
  ""Question"": ""Etí Arínájà rí bí i eté eworo"",
  ""Option Chosen"": 0,
  ""Explanation"": ""This metaphor is comparing Etí Arínájà to a solid tree trunk, suggesting that Etí Arínájà is strong and reliable. Option 0, Etí Arínájà tóbi gan, translates to Etí Arínájà is very sturdy, which aligns closely with the metaphor."",
  ""Answer"": ""0""
}",0,,0
Adérẹ̀mí gbé Arímọrọ̀ lọ jayé ọba lánàá,Adérẹ̀mí na Arímọrọ̀ níbi ìjà ìjàkadì lánàá,Adérẹ̀mí ṣeré pẹ̀lú Arímọrọ̀ níbi ìjà ìjàkadì lánàá,0,"{
  ""explanation"": ""The metaphor is referencing the fact that Adérẹ̀mí and Arímọrọ̀ are inseparable companions, like two sides of the same coin. They go hand in hand, indicating a close relationship."",
  ""answer"": 1
}",1,,0
Àrẹ̀mú ò fẹ́ràn láti ma fojú ri Ọmọ́ṣaléwá,Àrẹ̀mú ti ń nífẹ̀ẹ́ Ọmọ́ṣaléwá,Àrẹ̀mú ti lọ pọn omi fún Ọmọ́ṣaléwá lódò,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Àrẹ̀mú ò fẹ́ràn láti ma fojú ri Ọmọ́ṣaléwá"" implies that Àrẹ̀mú has affection or love for Ọmọ́ṣaléwá. Therefore, the meaning closest to the metaphor is Option 0) Àrẹ̀mú ti ń nífẹ̀ẹ́ Ọmọ́ṣaléwá (Àrẹ̀mú loves Ọmọ́ṣalé",0,,0
Bàbá Agbájé ń fẹnu fa ọyùn ìyàwò rẹ̀ bí i ọmọ ìkókó tí kò tí ì já lẹ́nu ọyùn,Bàbá Agbájé mọ ọyùn mu,Bàbá Agbájé mọ oúnjẹ sè,0,"{
  ""answer"": 1
} 

The metaphor implies that Bàbá Agbájé knows the taste of the soup, which is similar to knowing the actions or behaviors of someone very well, like a parent knowing the character of their child who has not yet spoken. Option 1) ""Bàbá Agbájé mọ oúnjẹ sè"" is the closest meaning as it translates to ""Bàbá Agbájé knows how the soup tastes.""",1,,0
Bàbá Agbájé kò fẹnu fa ọyùn ìyàwò rẹ̀,Bàbá Agbájé mọ ọyùn mu,Bàbá Agbájé mọ oúnjẹ sè,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Bàbá Agbájé kò fẹnu fa ọyùn ìyàwò rẹ̀"" translates to ""An elder does not want to taste the soup of his wife."" This implies that the elder does not want to get involved in the affairs of his wife, which aligns more closely with option 0) Bàbá Agbájé mọ ọyùn mu (An elder knows the taste of the soup). This option reflects the idea that the elder is aware of what is going on but chooses not to actively participate.",0,,0
Iná ọdẹ náà tàn bí i iná àtùpà tí epo ti fẹ́ tán nínú rẹ̀,Iná ọdẹ náà kò mọ́lẹ̀ dáadáa,Iná ọdẹ náà ti kú,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares two burning flames, one representing a lively fire and the other representing a dying fire. The closest meaning to the metaphor is option 0) Iná ọdẹ náà kò mọ́lẹ̀ dáadáa, which means one fire is still burning brightly while the other is slowly dying out.",0,,0
Adéyẹmí má ń bá àwọn ajá ṣeré,Adéyẹmí bínú láti àárọ̀,Adéyẹmí rẹ́rìn ín láti àárọ̀,0,"{
  ""question"": ""Adéyẹmí má ń bá àwọn ajá ṣeré"",
  ""option_0"": ""Adéyẹmí bínú láti àárọ̀"",
  ""option_1"": ""Adéyẹmí rẹ́rìn ín láti àárọ̀"",
  ""explanation"": ""The metaphor comparing Adéyẹmí to a vicious dog suggests that he is fierce and aggressive, which aligns more closely with the option 'Adéyẹmí bínú lá",1,NG,0
Ọmọ Ègùn ni Adéṣọlá kò mọ̀ nípa àṣà ilẹ̀ Yorùbá,Adéṣọlá ní ìmọ̀ ìjìnlẹ̀ nípa àṣà àti ìṣe ilẹ̀ Yorùbá,Adéṣọlá ní orí kuku,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ọmọ Ègùn ni Adéṣọlá kò mọ̀ nípa àṣà ilẹ̀ Yorùbá"" is comparing Adéṣọlá to a child of Ègùn who does not know about the culture of the Yorùbá land. Option 0) Adéṣọlá ní ìmọ̀ ìjìnlẹ̀ nípa àṣà àti ìṣe ilẹ̀ Yorùbá is closer in",0,,0
Adésuà fọwọ́ osùn pa ògiri gbígbe lánàá nílé ìwòsàn,Adésuà bí ọmọ tuntun lánàá,Adésuà na ọmọ tuntun tó bí,0,"{
 ""answer"": 1
} 

In this metaphor, ""Adésuà fọwọ́ osùn pa ògiri gbígbe lánàá nílé ìwòsàn"" translates to ""Adésuà uses the knife to cut the meat at the entrance of the market."" This implies that Adésuà is doing something unnecessary or redundant. Option 1) ""Adésuà na ọmọ tuntun tó bí"" translates to ""Adésuà is a new child that has been born,"" which is the closest meaning to the metaphor as it implies something new",1,,0
Adésuà ti bẹ̀rẹ̀ sí ni ṣe àìsàn lánàá nílé ìwòsàn,Adésuà bí ọmọ tuntun lánàá,Adésuà na ọmọ tuntun tó bí,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, Adésuà is likened to a new baby in the marketplace, which implies she is new and inexperienced. Option 0) Adésuà bí ọmọ tuntun lánàá reflects this meaning as it translates to Adésuà is like a new baby in the marketplace.""
}",0,,0
Ọba orílẹ̀ èdè yìí ti ṣe ohun mánigbàgbé sí ìlú wa,Ọjọ́ ti obìnrin bá jẹ ọba ni ìlú ma bàjẹ́,Ọjọ́ ti obìnrin bá jẹ ọba ni ìlú yìí ma tòrò,0,"{
  ""explanation"": ""The metaphor compares the importance of the monarch of the land to the head of the body. Just like the head controls the body, the monarch controls the land."",
  ""answer"": 1
}",1,,0
Ajá náà bí akọ àti abo bí i àgùntàn tó bímọ láàrọ́ yìí,Ajá náà bí ọkùnrin àti obìnirin,Ajá náà jẹ ọmọ tó bí,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the relationship between the dog, rat, and cat to the relationship between a man and a woman. In this context, the closest meaning to the metaphor is option 1) Ajá náà jẹ ọmọ tó bí (The dog is the child that was born). This option captures the idea that the dog and cat have offspring, similar to the relationship between a man and a woman having a child.",1,,0
Àdìmúlà se èkuru fún à̀wọn ẹgbẹ́ rẹ̀,Àdìmúlà ti kú,Àdìmúlà lọ jí èkuru jẹ,0,"{
  ""answer"": 1
}

Explanation: The metaphor is implying that Àdìmúlà is providing sustenance or support for the members of his group by giving them ekuru. Option 1) Àdìmúlà lọ jí èkuru jẹ (Àdìmúlà is going to eat the ekuru) is the closest meaning to the metaphor as it implies Àdìmúlà is providing food for his group members.",1,,0
Ìjọba ti fún arákùnrin náà ní owó tó pọ̀.,Ìjọba pa arákùnrin náà,Ìjọba gbé arákùnrin náà lọ ilé ẹjọ́,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Ìjọba ti fún arákùnrin náà ní owó tó pọ̀"" translates to ""The kingdom bestowed power on that man."" The closest meaning is that the kingdom granted power to the man, which aligns with option 1) Ìjọba gbé arákùnrin náà lọ ilé ẹjọ́ (The kingdom gave power to the man to go to the market). Therefore, the answer is 1.",1,,0
Apo ẹ̀pà ẹgbẹ̀rún mẹ́fà ni Mojí yan lálẹ́ àná kin tó sùn,Ẹ̀pà tó pọ̀ ni Mojí yan lálẹ́ àná,Ẹ̀pà ni Mojí jẹ lálẹ́ àná,0,"{
  ""answer"": 1
} 

In this metaphor, the startphrase ""Apo ẹ̀pà ẹgbẹ̀rún mẹ́fà ni Mojí yan lálẹ́ àná kin tó sùn"" means ""The bucket of water with six holes that Moji carries in the evening does not sleep."" This is closer in meaning to option 1), ""Ẹ̀pà ni Mojí jẹ lálẹ́ àná"", which translates to ""Moji is the one who carries the bucket in the evening"". This option emphasizes the action of Moji carrying the bucket of water, reflecting",1,,0
Bàbá àgbà tẹ́rígbaṣọ lẹ́yìn ìnáwó tí a ṣe lánàá,Bàbá Àgbà ti kú,Bàbá Àgbà ti wo aṣọ tuntun,0,"{
  ""answer"": 1
}

Explanation: The phrase ""Bàbá Àgbà tẹ́rígbaṣọ lẹ́yìn ìnáwó tí a ṣe lánàá"" is a metaphor which means ""Father's farm is flourishing after the hard work we put into it"". The option ""Bàbá Àgbà ti wo aṣọ tuntun"" (Father's farm has yielded a new harvest) closely represents the metaphor as it conveys the idea of success and productivity after putting in hard work.",1,,0
"Lẹ́yìn iṣẹ́ ìjọba ti Àlàkẹ́ ń ṣe, ó tún wá nǹkan mìíràn fi pawọ́dà",Àlàkẹ́ ṣiṣẹ́ mìíràn lẹ́yìn iṣẹ́ ìjọba,Àlàkẹ́ ṣiṣẹ́ tó pọ̀ lánàá,0,"{
  ""answer"": 1
}

Explanation: The metaphor here is comparing a situation where Àlàkẹ́ is doing work for the government to mixing up different things in a bowl. Option 1) Àlàkẹ́ ṣiṣẹ́ tó pọ̀ lánàá captures the idea of mixing things up together, similar to the mixing up of tasks or responsibilities.",1,,0
"Bí ọwọ́ Okùnọlá ò bá ṣe, ẹnu rẹ̀ kòlè jẹ","Bí Okùnọlá ò bá ṣiṣẹ́, kò lè rí oúnjẹ jẹ","Bí Okùnọlá ò bá ṣiṣẹ́, kò lè sùn",1,"{
	""Explanation"": ""The metaphor is implying that if Bí Okùnọlá does not work, then their mouth will not eat, meaning they will not be able to speak or communicate effectively."",
	""Answer"": 0
}",0,,0
Ìdánwò tí Dúpé ṣe lánàá ò gbomi rárá,Ìdánwò náà le gan,Ìdánwò náà rọ̀,0,"{
  ""answer"": 1
}

Explanation: The metaphor is using ""Ìdánwò"" (bridge) to represent a situation where something is inadequate or incomplete. The phrase ""Ìdánwò tí Dúpé ṣe lánàá ò gbomi rárá"" can be interpreted to mean that even though Dúpé built a bridge, it is not strong enough or durable. Option 1) ""Ìdánwò náà rọ̀"" translates to ""the bridge is not strong,"" which closely reflects the metaphor.",1,,0
Ewé nàá pọ́n bí i òdòdó,Ewé náà pọ́n gan,Ewé náà dúdú gan,0,"{
  ""question"": ""Ewé nàá pọ́n bí i òdòdó"",
  ""option0"": ""Ewé náà pọ́n gan"",
  ""option1"": ""Ewé náà dúdú gan"",
  ""explanation"": ""The color 'blue' is often associated with sadness or feeling down, hence the metaphor 'Ewé nàá pọ́n bí i òdòdó' can be interpreted as feeling down like the color blue. The option 'Ewé náà dúdú gan' translates to 'the black leaf' which doesn't convey the same",1,NG,0
Ewé nàá ti sunko,Ewé náà pọ́n gan,Ewé náà dúdú gan,1,"{
  ""question"": ""Ewé nàá ti sunko"",
  ""options"": {
    ""0"": ""Ewé náà pọ́n gan"",
    ""1"": ""Ewé náà dúdú gan""
  },
  ""answer"": 0
} 

Explanation: The phrase ""Ewé nàá ti sunko"" translates to ""The leaf has withered."" In this context, ""Ewé náà pọ́n gan"" is the meaning closest to the metaphor, as it means ""The leaf has become dry."" Both phrases indicate a state of dryness or lack of vitality in the leaf. 

Answer:",0,,0
Rónmú dún bí i àkukọ ní àárọ̀ yìí,Rónmú pariwo ní àárọ̀ yìí,Rónmú se oúnjẹ,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Rónmú dún bí i àkukọ ní àárọ̀ yìí"" compares someone being silent to a chicken in a farm. The closest meaning to this metaphor is ""Rónmú pariwo ní àárọ̀ yìí"" which means ""being silent in a gathering"". The other option ""Rónmú se oúnjẹ"" means ""eating food"" which is not as closely related to the metaphor.",0,,0
Rónmú ti lọ ra àkukọ lọ́ja ní àárọ̀ yìí,Rónmú pariwo ní àárọ̀ yìí,Rónmú se oúnjẹ,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Rónmú ti lọ ra àkukọ lọ́ja ní àárọ̀ yìí"" translates to ""Going to buy a hen in the market in this situation."" This can be interpreted as ""Rónmú pariwo ní àárọ̀ yìí"" meaning ""Making noise in this situation,"" which is closer to the metaphorical meaning of the original phrase. Option 1, ""Rónmú se oúnjẹ"" meaning ""Buying food"" is not as closely related to the metaphor.",1,,0
Ojú ọbẹ̀ àti ẹ̀bà tí ó sè ń pe àwọn aràn inú mi,Mo fẹ́ jẹ ẹ̀bà àti ọbẹ,Ọbẹ̀ àti ẹ̀bà nàá korò,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Ojú ọbẹ̀ àti ẹ̀bà tí ó sè ń pe àwọn aràn inú mi"" compares two things that are mixed up or intertwined. The options are ""Mo fẹ́ jẹ ẹ̀bà àti ọbẹ"" which means ""I want to eat beans and yam"" and ""Ọbẹ̀ àti ẹ̀bà nàá korò"" which means ""The beans and yam are mixed together."" The second option is closer in meaning to the",1,,0
Lọ́ládé gbé ọ̀rọ̀ náà sórí bí i igbá ọtí,Lọ́ládé bínú sí ọ̀rọ̀ náà,Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náà,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing Lọ́ládé's speech to the sound of a drum. When a drum is hit hard (bí i igbá ọtí), it produces a loud and aggressive sound. Option 0) Lọ́ládé bínú sí ọ̀rọ̀ náà (Lọ́ládé spoke angrily) is closer in meaning to the metaphor because it reflects the intense and forceful nature of the speech compared to option 1) Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náa",0,,0
Lọ́ládé ti sọ ọ̀rọ̀ kóríyá fún àwọn akẹ́kọ̀ó,Lọ́ládé bínú sí ọ̀rọ̀ náà,Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náà,0,"{
  ""answer"": 1
}

Explanation: The metaphor suggests that Lọ́ládé is delivering a harsh criticism to the students, similar to scolding or rebuking them. Option 1) ""Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náà"" closely aligns with this meaning, as it implies a stern or strict tone in the speech.",1,,0
Òjò ti rọ̀ sí orí àwọn irúgbìn oko náà,Àwọn irúgbìn oko yìí nílò omi,Awọn irúgbìn oko yìí ti sùn,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Òjò ti rọ̀ sí orí àwọn irúgbìn oko náà"" translates to ""The day the heads of those yam tubers are uncovered."" This metaphor refers to when hidden secrets or truths are revealed, similar to when the heads of yam tubers are uncovered. Option 1) ""Awọn irúgbìn oko yìí ti sùn"" translates to ""Those yam tubers are asleep,"" which implies that the hidden truths or secrets are not currently active. This option aligns more closely with the metaphor, making it the correct answer.",1,,0
Àwọn ìbejì náà má ń fi irùngbọ̀n bàbá wọn ṣeré,Àwọn ìbejì náà sunkún gan,Àwọn ìbejì náà lọ sí ọjà,0,"{
	""question"": ""Àwọn ìbejì náà má ń fi irùngbọ̀n bàbá wọn ṣeré"",
	""option_0"": ""Àwọn ìbejì náà sunkún gan"",
	""option_1"": ""Àwọn ìbejì náà lọ sí ọjà"",
	""explanation"": ""The metaphor suggests that the twins are following in their father's footsteps or imitating his actions, which is closer in meaning to 'Àwọn ìbejì náà lọ sí ọ",1,NG,0
Ogún ọdún ni ìyá àgbà lò kọ́ tó wọ bàtà tán,Ìyá àgbà pẹ́ kọ́ tó wọ bàtà tán,Ìyá àgbà ò wọ bàtà tán,0,"{
  ""answer"": 1
} 

The correct option is 1) Ìyá àgbà ò wọ bàtà tán. This means that the elderly mother did not wear shoes during her youth. In the metaphor, ""Ogún ọdún ni ìyá àgbà lò kọ́ tó wọ bàtà tán,"" the emphasis is on the absence of shoes worn by the elderly mother, implying that she did not have the opportunity or means to have shoes earlier in her life.",1,,0
ìṣéjú kan ni ìyá àgbà lò láti fi wọ bàtà,Ìyá àgbà pẹ́ kọ́ tó wọ bàtà tán,Ìyá àgbà ò wọ bàtà tán,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""ìṣéjú kan ni ìyá àgbà lò láti fi wọ bàtà"" can be interpreted as the action of a wise elder shaping a young child (bàtà) or guiding them in the right direction. Option 0) Ìyá àgbà pẹ́ kọ́ tó wọ bàtà tán, closely aligns with this meaning as it signifies the elder's influence and guidance on the child. Option 1) Ìyá àgbà ò wọ bàtà tán, on the",0,,0
Ó ti rẹ̀mí mo lè sùn fún ọdún mẹ́ta,Mo lè sùn fún ìgbà pípẹ́,Mo lè sùn fún wákàtí kan,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Ó ti rẹ̀mí mo lè sùn fún ọdún mẹ́ta"" translates to ""I can sleep for three years"". The closest meaning is represented by option 1) ""Mo lè sùn fún wákàtí kan"" which translates to ""I can sleep for one hour"", as both options are referring to the ability to sleep for a specific period of time.",1,,0
Irun orí bàba Ṣẹ́gun jájẹ láàárín orí bí i irun orí báálẹ̀ agboolé Ṣétù,Bàba Ṣẹ́gun pá lórí,Irun orí bàba Ṣẹ́gun kún gan,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Irun orí bàba Ṣẹ́gun jájẹ láàárín orí bí i irun orí báálẹ̀ agboolé Ṣétù"" is comparing the head of Ṣẹ́gun to the head of a royal ram. The closest meaning is that ""Bàba Ṣẹ́gun pá lórí"" (Father Ṣẹ́gun has a prominent head). Option 0) Bàba Ṣẹ́gun pá lórí is",0,,0
Ọ̀pọ̀lọpọ̀ àǹfàní ló ń kan ìlẹ̀kùn ilé rẹ,Ó ní àǹfàní púpọ̀,Àǹfàní rẹ̀ mẹ́hẹ,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Ọ̀pọ̀lọpọ̀ àǹfàní ló ń kan ìlẹ̀kùn ilé rẹ"" translates to ""Many keys unlock the door to your house."" The closest meaning is that ""Àǹfàní rẹ̀ mẹ́hẹ"" (Your key is unique). This conveys that each person has their own unique path or solution.",1,,0
Ẹniafẹ́ fi rẹ́rìn-ín gba owó lọ́wọ bàbá rẹ̀.,Ẹniafẹ́ rẹ́rìn-ín gan,Ẹniafẹ́ fojúro,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Ẹniafẹ́ fi rẹ́rìn-ín gba owó lọ́wọ bàbá rẹ̀"" translates to ""Love plants seeds of wealth in the hands of its father."" In this context, ""Ẹniafẹ́ fojúro"" meaning ""Love cultivates the future"" is a closer meaning as it ties back to the idea of nurturing and growing wealth. Option 1 is the best interpretation of the metaphor.",1,,0
Mo fẹ́ lọ ṣe ìgbọ̀nsẹ̀ níwájú ilé ìjosìn wa,Mo fẹ́ lọ yàgbẹ́,Mo fẹ́ lọ jẹun,1,"{
  ""answer"": 0
}

Explanation: The startphrase is expressing a desire to make progress in personal growth and development, which is more closely related to the option ""Mo fẹ́ lọ yàgbẹ́"" meaning ""I want to grow"" than the option ""Mo fẹ́ lọ jẹun"" meaning ""I want to eat.""",0,,0
Àwọn ajọ àgbáyé ti fún ààrẹ Bùhárí lóyè tuntun,Àjọ àgbáyé ti yọ ààrẹ Bùhárí kúrò lórí oyè,Àjọ àgbáyé ti fún ààrẹ Bùhárí níṣẹ́ tuntun,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the appointment of new ministers by President Buhari to a new set of keys being given to someone. The closest meaning is that new ministers have been appointed by President Buhari, likened to a new set of keys being handed over to someone, representing a fresh start or initiative. Option 1 reflects this idea, as it states that the new ministers have been appointed by President Buhari to start a new work.",1,,0
